,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
9319,1,-0.0131,1.8064,-0.9854,6.6672,1.3235,355.4717,P27_V1,H1,1
9320,2,-0.0137,1.8069,-0.9849,6.4938,1.3206,355.5502,P27_V1,H1,2
9321,3,-0.0141,1.8073,-0.9844,6.2823,1.3471,355.6366,P27_V1,H1,3
9322,4,-0.0146,1.8076,-0.9841,6.0833,1.3449,355.7349,P27_V1,H1,4
9323,5,-0.015,1.8077,-0.9839,6.0042,1.3479,355.7742,P27_V1,H1,5
9324,6,-0.0153,1.8079,-0.9837,5.9224,1.2854,355.8554,P27_V1,H1,6
9325,7,-0.0157,1.808,-0.9835,5.8056,1.1998,355.8917,P27_V1,H1,7
9326,8,-0.0162,1.8081,-0.9834,5.6238,1.0384,355.8896,P27_V1,H1,8
9327,9,-0.0164,1.8081,-0.9834,5.547,0.9848,355.8997,P27_V1,H1,9
9328,10,-0.0166,1.8081,-0.9833,5.5117,0.8868,355.888,P27_V1,H1,10
9329,11,-0.0171,1.8081,-0.9832,5.4161,0.9537,355.8655,P27_V1,H1,11
9330,12,-0.0171,1.8081,-0.9832,5.4144,0.9814,355.8679,P27_V1,H1,12
9331,13,-0.0174,1.8081,-0.9831,5.4107,1.0212,355.8167,P27_V1,H1,13
9332,14,-0.0176,1.8081,-0.9829,5.3954,1.0765,355.7413,P27_V1,H1,14
9333,15,-0.0177,1.8081,-0.9829,5.4026,1.0945,355.7164,P27_V1,H1,15
9334,16,-0.0179,1.808,-0.9828,5.5161,1.1463,355.6131,P27_V1,H1,16
9335,17,-0.0179,1.8079,-0.9828,5.5288,1.1546,355.5709,P27_V1,H1,17
9336,18,-0.018,1.8077,-0.9827,5.517,1.2334,355.5111,P27_V1,H1,18
9337,19,-0.018,1.8075,-0.9827,5.5319,1.2483,355.4307,P27_V1,H1,19
9338,20,-0.0181,1.8072,-0.9826,5.5315,1.2751,355.3466,P27_V1,H1,20
9339,21,-0.0182,1.807,-0.9826,5.4913,1.2757,355.3115,P27_V1,H1,21
9340,22,-0.0183,1.8068,-0.9826,5.4729,1.2949,355.2615,P27_V1,H1,22
9341,23,-0.0184,1.8067,-0.9827,5.4504,1.304,355.2246,P27_V1,H1,23
9342,24,-0.0185,1.8063,-0.9831,5.4154,1.3321,355.1567,P27_V1,H1,24
9343,25,-0.0185,1.8063,-0.9831,5.4178,1.3445,355.1527,P27_V1,H1,25
9344,26,-0.0185,1.806,-0.9835,5.3519,1.3446,355.1301,P27_V1,H1,26
