,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
9809,1,-0.0158,1.8056,-0.9881,6.1388,3.4449,354.9969,P27_V1,H3,1
9810,2,-0.0161,1.8056,-0.988,6.1181,3.4422,355.0471,P27_V1,H3,2
9811,3,-0.0164,1.8055,-0.9879,6.1122,3.4124,355.0811,P27_V1,H3,3
9812,4,-0.0166,1.8056,-0.9878,6.1283,3.4054,355.1197,P27_V1,H3,4
9813,5,-0.0168,1.8055,-0.9876,6.1274,3.3722,355.1593,P27_V1,H3,5
9814,6,-0.017,1.8055,-0.9873,6.1424,3.3545,355.1956,P27_V1,H3,6
9815,7,-0.0172,1.8055,-0.9868,6.1592,3.3057,355.2238,P27_V1,H3,7
9816,8,-0.0174,1.8054,-0.9863,6.1909,3.2889,355.2425,P27_V1,H3,8
9817,9,-0.0175,1.8054,-0.9858,6.2225,3.2838,355.2748,P27_V1,H3,9
9818,10,-0.0177,1.8053,-0.9853,6.2596,3.2824,355.2887,P27_V1,H3,10
9819,11,-0.0179,1.8053,-0.985,6.28,3.284,355.2934,P27_V1,H3,11
9820,12,-0.0182,1.8053,-0.9844,6.322,3.2923,355.3196,P27_V1,H3,12
9821,13,-0.0185,1.8053,-0.9838,6.387,3.3137,355.3324,P27_V1,H3,13
9822,14,-0.0188,1.8052,-0.9832,6.4329,3.3309,355.3506,P27_V1,H3,14
9823,15,-0.0192,1.8052,-0.9826,6.4678,3.3467,355.3924,P27_V1,H3,15
9824,16,-0.0196,1.8052,-0.982,6.5139,3.3574,355.4239,P27_V1,H3,16
9825,17,-0.0201,1.8052,-0.9814,6.5434,3.3461,355.4421,P27_V1,H3,17
9826,18,-0.0208,1.8052,-0.9807,6.5721,3.3641,355.4625,P27_V1,H3,18
9827,19,-0.0213,1.8053,-0.9802,6.5766,3.3505,355.4792,P27_V1,H3,19
9828,20,-0.0218,1.8055,-0.9797,6.5683,3.3387,355.4911,P27_V1,H3,20
9829,21,-0.0223,1.8056,-0.9792,6.546,3.3548,355.4926,P27_V1,H3,21
9830,22,-0.0228,1.8058,-0.9787,6.5208,3.3644,355.496,P27_V1,H3,22
9831,23,-0.0235,1.8062,-0.9778,6.4657,3.3875,355.5298,P27_V1,H3,23
9832,24,-0.0237,1.8062,-0.9776,6.4478,3.3992,355.5467,P27_V1,H3,24
9833,25,-0.0242,1.8063,-0.977,6.4485,3.4038,355.6084,P27_V1,H3,25
9834,26,-0.0246,1.8062,-0.9765,6.4664,3.4196,355.6841,P27_V1,H3,26
9835,27,-0.025,1.8062,-0.9761,6.4883,3.4362,355.7216,P27_V1,H3,27
9836,28,-0.0253,1.8062,-0.9757,6.548,3.46,355.773,P27_V1,H3,28
9837,29,-0.0255,1.8062,-0.9754,6.5714,3.4758,355.7821,P27_V1,H3,29
9838,30,-0.0259,1.8061,-0.9749,6.6343,3.5901,355.814,P27_V1,H3,30
9839,31,-0.0259,1.8061,-0.9747,6.635,3.6132,355.8217,P27_V1,H3,31
9840,32,-0.026,1.8062,-0.9746,6.6296,3.647,355.8228,P27_V1,H3,32
9841,33,-0.0261,1.8063,-0.9743,6.61,3.7419,355.8458,P27_V1,H3,33
9842,34,-0.0261,1.8063,-0.9743,6.6,3.76,355.8301,P27_V1,H3,34
9843,35,-0.0261,1.8064,-0.9741,6.6067,3.8129,355.8412,P27_V1,H3,35
9844,36,-0.0261,1.8064,-0.974,6.609,3.8514,355.8411,P27_V1,H3,36
9845,37,-0.0261,1.8064,-0.9738,6.6162,3.8798,355.8441,P27_V1,H3,37
9846,38,-0.0261,1.8064,-0.9736,6.6301,3.8942,355.8502,P27_V1,H3,38
9847,39,-0.0261,1.8064,-0.9734,6.6552,3.9084,355.8568,P27_V1,H3,39
9848,40,-0.0261,1.8064,-0.9731,6.6825,3.9255,355.8495,P27_V1,H3,40
9849,41,-0.0261,1.8064,-0.9727,6.713,3.9452,355.8438,P27_V1,H3,41
9850,42,-0.0262,1.8064,-0.9725,6.7379,3.9535,355.8402,P27_V1,H3,42
