,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
7074,1,-0.0077,1.7732,-0.2768,11.7352,358.5618,356.222,P21_V1,H1,1
7075,2,-0.0089,1.7735,-0.2758,11.609,358.7847,356.4035,P21_V1,H1,2
7076,3,-0.0093,1.7736,-0.2755,11.5178,358.8738,356.4692,P21_V1,H1,3
7077,4,-0.0097,1.7737,-0.2752,11.4474,358.943,356.4859,P21_V1,H1,4
7078,5,-0.0101,1.7739,-0.2749,11.3783,359.008,356.545,P21_V1,H1,5
7079,6,-0.0106,1.774,-0.2746,11.3115,359.0635,356.5938,P21_V1,H1,6
7080,7,-0.0114,1.7741,-0.2742,11.1958,359.1241,356.6865,P21_V1,H1,7
7081,8,-0.0116,1.7742,-0.2741,11.1711,359.1348,356.7036,P21_V1,H1,8
7082,9,-0.0126,1.7746,-0.2737,10.9072,359.3565,356.9097,P21_V1,H1,9
7083,10,-0.0127,1.7747,-0.2736,10.8501,359.3814,356.9154,P21_V1,H1,10
7084,11,-0.013,1.7751,-0.2736,10.6016,359.7611,357.1056,P21_V1,H1,11
7085,12,-0.0131,1.7758,-0.2737,10.1503,0.9765,357.6855,P21_V1,H1,12
7086,13,-0.0129,1.776,-0.2739,10.0707,1.2914,357.8762,P21_V1,H1,13
7087,15,-0.0127,1.7768,-0.2744,9.7127,2.1845,358.1506,P21_V1,H1,14
7088,16,-0.0126,1.7776,-0.2752,9.1735,2.7721,358.3874,P21_V1,H1,15
7089,17,-0.0126,1.7776,-0.2753,9.0361,2.8258,358.4762,P21_V1,H1,16
7090,18,-0.0126,1.7778,-0.2757,8.9685,3.0217,358.4643,P21_V1,H1,17
7091,19,-0.0125,1.778,-0.276,8.8468,3.1814,358.4604,P21_V1,H1,18
7092,20,-0.0121,1.7782,-0.2766,8.5032,3.5528,358.594,P21_V1,H1,19
7093,21,-0.0115,1.7786,-0.2773,8.1136,3.8613,358.5952,P21_V1,H1,20
7094,22,-0.0113,1.779,-0.2775,7.9982,4.0892,358.5769,P21_V1,H1,21
7095,23,-0.0107,1.7796,-0.2782,7.4555,4.5423,358.5677,P21_V1,H1,22
7096,24,-0.0105,1.7798,-0.2785,7.3346,4.6094,358.5445,P21_V1,H1,23
7097,25,-0.0102,1.7802,-0.2791,7.0624,4.7366,358.4897,P21_V1,H1,24
7098,26,-0.0102,1.7805,-0.2793,6.9108,4.8829,358.4334,P21_V1,H1,25
7099,27,-0.0101,1.7808,-0.2798,6.7564,4.905,358.4158,P21_V1,H1,26
7100,28,-0.0101,1.781,-0.2801,6.6669,4.9727,358.4104,P21_V1,H1,27
7101,29,-0.0102,1.7813,-0.2805,6.4243,4.9902,358.3989,P21_V1,H1,28
7102,30,-0.0103,1.7815,-0.2807,6.2959,4.999,358.3798,P21_V1,H1,29
7103,31,-0.0107,1.7818,-0.2812,6.1092,5.0442,358.3723,P21_V1,H1,30
7104,32,-0.0108,1.7818,-0.2812,6.0628,5.0764,358.3719,P21_V1,H1,31
7105,33,-0.0111,1.7819,-0.2814,6.0332,5.0796,358.3571,P21_V1,H1,32
7106,34,-0.0114,1.782,-0.2815,6.0013,5.086,358.359,P21_V1,H1,33
7107,35,-0.012,1.7822,-0.2815,5.9488,5.0544,358.3861,P21_V1,H1,34
7108,36,-0.0128,1.7823,-0.2813,5.9088,4.9618,358.4167,P21_V1,H1,35
7109,37,-0.0132,1.7823,-0.2812,5.8837,4.9243,358.4321,P21_V1,H1,36
7110,38,-0.014,1.7823,-0.2809,5.8612,4.8221,358.5109,P21_V1,H1,37
7111,39,-0.0145,1.7823,-0.2807,5.8744,4.7369,358.5425,P21_V1,H1,38
7112,40,-0.0157,1.7822,-0.2801,5.9519,4.4656,358.6086,P21_V1,H1,39
7113,41,-0.0157,1.7822,-0.2801,5.9493,4.481,358.5989,P21_V1,H1,40
7114,42,-0.0162,1.7821,-0.2797,5.984,4.3525,358.61,P21_V1,H1,41
7115,43,-0.0168,1.7819,-0.2792,6.1167,4.2403,358.5754,P21_V1,H1,42
