,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
8220,1,-0.0255,1.7806,-0.2495,10.171,6.4663,1.5184,P21_V1,H3,1
8221,2,-0.0249,1.7802,-0.2489,10.1984,6.2374,1.3603,P21_V1,H3,2
8222,3,-0.0244,1.7799,-0.2485,10.2764,6.1456,1.2369,P21_V1,H3,3
8223,4,-0.0237,1.7797,-0.2481,10.3398,6.0492,1.0656,P21_V1,H3,4
8224,5,-0.0231,1.7794,-0.2478,10.3893,5.9893,0.9375,P21_V1,H3,5
8225,6,-0.0226,1.7792,-0.2476,10.4524,5.9591,0.8664,P21_V1,H3,6
8226,7,-0.0222,1.779,-0.2475,10.4562,5.8462,0.8177,P21_V1,H3,7
8227,8,-0.0217,1.7787,-0.2472,10.316,5.5372,0.7597,P21_V1,H3,8
8228,9,-0.0215,1.7784,-0.247,10.3107,5.3058,0.6871,P21_V1,H3,9
8229,10,-0.0213,1.7781,-0.2468,10.3391,5.14,0.6141,P21_V1,H3,10
8230,11,-0.021,1.7776,-0.2467,10.4206,4.7253,0.3294,P21_V1,H3,11
8231,12,-0.0206,1.7771,-0.2466,10.3446,4.3997,0.0434,P21_V1,H3,12
8232,13,-0.0203,1.7769,-0.2466,10.3171,4.1795,359.8612,P21_V1,H3,13
8233,14,-0.0197,1.7765,-0.2465,10.2101,3.8369,359.6409,P21_V1,H3,14
8234,15,-0.0192,1.7761,-0.2464,10.2504,3.6246,359.5174,P21_V1,H3,15
8235,16,-0.0185,1.7753,-0.2464,10.5159,3.3325,359.178,P21_V1,H3,16
8236,17,-0.0179,1.7747,-0.2464,10.8834,3.054,358.8583,P21_V1,H3,17
8237,18,-0.017,1.774,-0.2464,11.4648,2.8719,358.3747,P21_V1,H3,18
8238,19,-0.0163,1.7731,-0.2463,11.8379,2.7991,358.0569,P21_V1,H3,19
8239,20,-0.0155,1.7727,-0.2462,12.1307,2.7805,357.7464,P21_V1,H3,20
8240,21,-0.0148,1.7721,-0.2461,12.4402,2.8194,357.4621,P21_V1,H3,21
8241,22,-0.0142,1.7716,-0.2461,12.6976,2.9873,357.2264,P21_V1,H3,22
8242,23,-0.0136,1.7711,-0.2459,12.8029,3.1796,357.1053,P21_V1,H3,23
8243,24,-0.013,1.7705,-0.2459,13.1284,3.3088,356.9408,P21_V1,H3,24
8244,25,-0.0126,1.7694,-0.2457,13.4802,3.4142,356.7984,P21_V1,H3,25
8245,26,-0.012,1.7683,-0.2456,14.2051,3.4695,356.6304,P21_V1,H3,26
8246,27,-0.0114,1.7672,-0.2452,14.6018,3.4477,356.4181,P21_V1,H3,27
8247,28,-0.0108,1.7663,-0.2449,15.3905,3.163,356.1311,P21_V1,H3,28
8248,29,-0.0102,1.7653,-0.2445,16.0182,2.971,355.773,P21_V1,H3,29
8249,30,-0.0095,1.7643,-0.2442,16.5554,2.7995,355.3441,P21_V1,H3,30
8250,31,-0.0086,1.7634,-0.2438,17.0092,2.7171,355.0655,P21_V1,H3,31
8251,32,-0.007,1.7625,-0.2432,17.5843,2.6093,354.894,P21_V1,H3,32
8252,33,-0.0053,1.7621,-0.2425,17.8119,2.6442,354.6751,P21_V1,H3,33
8253,34,-0.0032,1.7612,-0.2419,18.3129,2.8665,354.3651,P21_V1,H3,34
8254,35,-0.0021,1.7608,-0.2416,18.7219,2.9639,354.1672,P21_V1,H3,35
8255,36,0.0002,1.7596,-0.2407,19.3253,3.041,353.7086,P21_V1,H3,36
8256,37,0.0013,1.7585,-0.2402,19.8577,3.0213,353.4443,P21_V1,H3,37
8257,38,0.0037,1.7565,-0.2393,20.7043,3.0064,352.9951,P21_V1,H3,38
8258,39,0.0058,1.7542,-0.2384,21.8971,3.1864,352.3974,P21_V1,H3,39
8259,40,0.0071,1.7528,-0.2381,22.5316,3.3141,352.106,P21_V1,H3,40
8260,41,0.0095,1.7507,-0.2373,23.6104,3.8255,351.888,P21_V1,H3,41
8261,42,0.0121,1.7479,-0.2364,24.8268,4.3865,351.5419,P21_V1,H3,42
8262,43,0.0135,1.7459,-0.2364,25.7854,4.6821,351.4359,P21_V1,H3,43
8263,44,0.0161,1.7425,-0.236,27.7049,6.01,351.4142,P21_V1,H3,44
8264,45,0.0175,1.741,-0.2357,28.4325,6.5675,351.3596,P21_V1,H3,45
8265,46,0.0187,1.7396,-0.2356,29.0055,7.144,351.6591,P21_V1,H3,46
8266,47,0.0204,1.7379,-0.2352,29.7737,7.8333,352.4053,P21_V1,H3,47
8267,48,0.0213,1.7371,-0.2349,30.2223,8.2055,352.6417,P21_V1,H3,48
8268,49,0.0225,1.7355,-0.2344,30.8331,8.5984,353.1698,P21_V1,H3,49
8269,50,0.0222,1.7355,-0.2341,30.5654,8.1032,353.0387,P21_V1,H3,50
8270,51,0.0226,1.7347,-0.2333,30.8591,7.6195,352.8124,P21_V1,H3,51
8271,52,0.0228,1.7337,-0.2322,31.2072,6.9666,352.4143,P21_V1,H3,52
8272,53,0.0228,1.7335,-0.232,31.2436,6.8765,352.3335,P21_V1,H3,53
8273,54,0.0225,1.7316,-0.2312,31.9786,5.8566,351.6251,P21_V1,H3,54
8274,55,0.0224,1.7312,-0.2307,32.2464,5.5514,351.4144,P21_V1,H3,55
8275,56,0.0223,1.7306,-0.2305,32.2755,5.2497,351.1606,P21_V1,H3,56
8276,57,0.0219,1.73,-0.2303,32.5253,5.0075,350.9013,P21_V1,H3,57
8277,58,0.0217,1.73,-0.2305,32.5637,5.0632,350.9045,P21_V1,H3,58
8278,59,0.0215,1.73,-0.2307,32.519,4.9445,350.9395,P21_V1,H3,59
8279,60,0.0214,1.7299,-0.2308,32.5157,4.922,350.9384,P21_V1,H3,60
8280,61,0.0209,1.7299,-0.231,32.5598,4.7162,350.8629,P21_V1,H3,61
8281,62,0.0206,1.7299,-0.2312,32.5695,4.5607,350.7714,P21_V1,H3,62
8282,63,0.0199,1.7301,-0.2319,32.572,4.1516,350.5505,P21_V1,H3,63
8283,64,0.0197,1.7301,-0.2323,32.5786,4.0552,350.4715,P21_V1,H3,64
8284,65,0.0196,1.7304,-0.2331,32.5372,3.843,350.3643,P21_V1,H3,65
8285,66,0.0197,1.7306,-0.2336,32.4737,3.7255,350.2979,P21_V1,H3,66
8286,67,0.0202,1.7308,-0.2346,32.315,3.6035,350.155,P21_V1,H3,67
8287,68,0.0213,1.731,-0.2355,32.2011,3.5815,349.89,P21_V1,H3,68
8288,69,0.0225,1.7308,-0.2363,32.2215,3.6013,349.6769,P21_V1,H3,69
8289,70,0.0227,1.7307,-0.2364,32.2484,3.6195,349.633,P21_V1,H3,70
8290,71,0.0246,1.7304,-0.2374,32.2478,3.6092,349.2475,P21_V1,H3,71
8291,72,0.0249,1.7304,-0.2375,32.2434,3.5898,349.1212,P21_V1,H3,72
8292,73,0.0263,1.7304,-0.238,32.1545,3.5873,348.8191,P21_V1,H3,73
8293,74,0.0279,1.7307,-0.2386,31.9813,3.7398,348.6445,P21_V1,H3,74
8294,75,0.0288,1.731,-0.2388,31.8763,3.9025,348.5993,P21_V1,H3,75
8295,76,0.0302,1.7317,-0.239,31.5326,4.2013,348.4791,P21_V1,H3,76
8296,77,0.0319,1.733,-0.239,30.9568,4.7397,348.5015,P21_V1,H3,77
8297,78,0.0336,1.7342,-0.2389,30.3081,5.1704,348.4596,P21_V1,H3,78
8298,79,0.034,1.7345,-0.2388,30.1675,5.287,348.4751,P21_V1,H3,79
8299,80,0.0345,1.735,-0.2385,29.8427,5.4602,348.4866,P21_V1,H3,80
8300,81,0.0348,1.7357,-0.238,29.3952,5.4997,348.4818,P21_V1,H3,81
8301,82,0.0349,1.738,-0.2368,28.1349,5.0424,348.3697,P21_V1,H3,82
8302,83,0.0347,1.739,-0.2363,27.5023,4.8167,348.3255,P21_V1,H3,83
8303,84,0.0337,1.742,-0.2354,25.936,4.0986,348.1966,P21_V1,H3,84
8304,85,0.0329,1.7446,-0.2347,24.2826,3.6033,348.2502,P21_V1,H3,85
8305,86,0.0327,1.7455,-0.2348,23.9848,3.4443,348.1485,P21_V1,H3,86
8306,87,0.0325,1.7465,-0.2344,23.4038,3.3234,348.1555,P21_V1,H3,87
8307,88,0.0326,1.7466,-0.2342,23.4711,3.5198,348.1855,P21_V1,H3,88
8308,89,0.0327,1.7456,-0.2344,23.8561,3.7257,348.2288,P21_V1,H3,89
8309,90,0.0329,1.7447,-0.2332,24.1826,4.1801,348.3782,P21_V1,H3,90
