,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
9157,0,-0.0138,1.8816,-0.8139,12.0766,358.9907,357.0024,P25_V1,H3,0
9158,1,-0.0135,1.8812,-0.813,12.2226,358.8541,356.8631,P25_V1,H3,1
9159,2,-0.0132,1.8809,-0.8125,12.3413,358.7908,356.6512,P25_V1,H3,2
9160,3,-0.013,1.8807,-0.812,12.4135,358.7959,356.5468,P25_V1,H3,3
9161,4,-0.0128,1.8806,-0.8117,12.4373,358.8358,356.545,P25_V1,H3,4
9162,5,-0.0125,1.8805,-0.8113,12.4004,358.8891,356.5136,P25_V1,H3,5
9163,6,-0.012,1.8804,-0.8109,12.3401,359.034,356.4533,P25_V1,H3,6
9164,7,-0.0113,1.8802,-0.8105,12.4299,359.4777,356.4232,P25_V1,H3,7
9165,8,-0.011,1.8801,-0.8103,12.6486,359.5813,356.412,P25_V1,H3,8
9166,9,-0.0107,1.8799,-0.8102,12.8519,359.6695,356.3421,P25_V1,H3,9
9167,10,-0.0106,1.8798,-0.8102,13.0202,359.7747,356.3062,P25_V1,H3,10
9168,11,-0.0105,1.8797,-0.8102,13.1192,359.7971,356.299,P25_V1,H3,11
9169,12,-0.0104,1.8796,-0.8101,13.1662,359.7855,356.2547,P25_V1,H3,12
9170,13,-0.0102,1.8795,-0.8101,13.248,359.8529,356.2258,P25_V1,H3,13
9171,14,-0.0101,1.8794,-0.8102,13.3456,359.9375,356.1925,P25_V1,H3,14
9172,15,-0.0101,1.8793,-0.8102,13.3906,0.0047,356.2021,P25_V1,H3,15
9173,16,-0.0101,1.8793,-0.8102,13.4572,0.0862,356.2481,P25_V1,H3,16
9174,17,-0.0102,1.8792,-0.8101,13.5668,0.1517,356.3052,P25_V1,H3,17
9175,18,-0.0103,1.8791,-0.81,13.6323,0.1674,356.3638,P25_V1,H3,18
9176,19,-0.0104,1.8789,-0.8096,13.7717,0.1463,356.4012,P25_V1,H3,19
9177,20,-0.0104,1.8787,-0.8093,13.8185,0.1473,356.3702,P25_V1,H3,20
9178,21,-0.0104,1.8786,-0.8088,13.8157,0.1991,356.2535,P25_V1,H3,21
9179,22,-0.0103,1.8786,-0.8082,13.8619,0.4369,356.1987,P25_V1,H3,22
9180,23,-0.0103,1.8785,-0.8079,13.9548,0.545,356.1949,P25_V1,H3,23
9181,24,-0.0102,1.8781,-0.8072,14.3334,0.8337,356.3062,P25_V1,H3,24
9182,25,-0.01,1.8777,-0.8067,14.6561,0.9638,356.314,P25_V1,H3,25
9183,26,-0.0097,1.8768,-0.8062,15.1749,1.0759,356.2952,P25_V1,H3,26
9184,27,-0.0094,1.8759,-0.8058,16.1341,1.2365,356.2569,P25_V1,H3,27
9185,28,-0.009,1.8747,-0.8055,17.1219,1.2796,356.0174,P25_V1,H3,28
9186,29,-0.0085,1.8739,-0.8052,17.6841,1.491,355.9099,P25_V1,H3,29
9187,30,-0.0079,1.8731,-0.8051,18.2278,1.6249,355.8463,P25_V1,H3,30
9188,31,-0.0074,1.8727,-0.805,18.6506,1.8097,355.6915,P25_V1,H3,31
9189,32,-0.0066,1.8726,-0.8052,18.7475,1.8707,355.5027,P25_V1,H3,32
9190,33,-0.0059,1.8724,-0.8057,18.8805,1.9521,355.3218,P25_V1,H3,33
9191,34,-0.0055,1.8722,-0.8061,19.0086,2.0346,355.2481,P25_V1,H3,34
9192,35,-0.0045,1.8717,-0.8067,19.5341,2.1785,355.112,P25_V1,H3,35
9193,36,-0.0039,1.8713,-0.8072,19.7488,2.2672,355.0845,P25_V1,H3,36
9194,38,-0.0028,1.8706,-0.8082,20.1949,2.4969,355.1675,P25_V1,H3,37
9195,39,-0.0015,1.8697,-0.8089,20.8043,2.7658,355.172,P25_V1,H3,38
9196,40,-0.0011,1.8695,-0.8092,21.0082,2.8716,355.1846,P25_V1,H3,39
9197,41,-0.0007,1.8691,-0.8094,21.2724,3.0041,355.1609,P25_V1,H3,40
9198,42,-0.0001,1.8684,-0.8095,21.8355,3.2807,355.2714,P25_V1,H3,41
9199,43,0.0004,1.8676,-0.8094,22.4858,3.3497,355.3941,P25_V1,H3,42
9200,44,0.0005,1.8672,-0.8093,22.8552,3.3877,355.4442,P25_V1,H3,43
9201,45,0.0009,1.8665,-0.8091,23.2979,3.2087,355.4212,P25_V1,H3,44
9202,46,0.001,1.8662,-0.809,23.4885,3.1231,355.4232,P25_V1,H3,45
9203,47,0.0012,1.8654,-0.8088,23.9669,2.7592,355.2872,P25_V1,H3,46
9204,48,0.0017,1.8649,-0.8088,24.2468,2.6399,355.0923,P25_V1,H3,47
9205,49,0.0018,1.8648,-0.8089,24.2531,2.6774,355.1794,P25_V1,H3,48
9206,50,0.0023,1.8643,-0.8088,24.5114,2.6615,355.0214,P25_V1,H3,49
9207,51,0.0027,1.8636,-0.8085,25.0297,2.8922,355.0328,P25_V1,H3,50
9208,52,0.0029,1.8634,-0.8084,25.2324,2.9666,355.078,P25_V1,H3,51
9209,53,0.003,1.8627,-0.8081,25.5802,2.9923,355.0347,P25_V1,H3,52
9210,54,0.003,1.8623,-0.808,25.8239,3.0316,355.0498,P25_V1,H3,53
