,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
5633,1,0.1265,1.91,-0.9379,10.8263,355.4202,357.8976,P16_V1,H1,1
5634,2,0.1276,1.9099,-0.938,10.9344,355.894,357.839,P16_V1,H1,2
5635,3,0.1285,1.9096,-0.9381,11.1413,356.1332,357.7294,P16_V1,H1,3
5636,4,0.1295,1.9097,-0.9381,11.1691,356.4941,357.7484,P16_V1,H1,4
5637,5,0.1301,1.9098,-0.9382,11.1105,356.65,357.7338,P16_V1,H1,5
5638,6,0.1308,1.9098,-0.9382,11.1247,356.8939,357.6927,P16_V1,H1,6
5639,7,0.1319,1.9097,-0.9383,11.0166,357.3866,357.574,P16_V1,H1,7
5640,8,0.1322,1.9097,-0.9384,11.0502,357.5223,357.4826,P16_V1,H1,8
5641,9,0.1327,1.9095,-0.9385,11.0256,357.8132,357.4056,P16_V1,H1,9
5642,10,0.1331,1.9094,-0.9388,10.8881,358.2596,357.3873,P16_V1,H1,10
5643,11,0.1331,1.9094,-0.9389,10.8988,358.29,357.358,P16_V1,H1,11
5644,12,0.1331,1.9094,-0.9391,10.9702,358.4749,357.3708,P16_V1,H1,12
5645,13,0.133,1.9094,-0.9392,11.0055,358.5892,357.3161,P16_V1,H1,13
5646,14,0.1326,1.9095,-0.9393,11.0355,358.6535,357.2816,P16_V1,H1,14
5647,15,0.1318,1.9093,-0.9392,11.2722,358.5981,357.2845,P16_V1,H1,15
5648,16,0.1312,1.9088,-0.9389,11.6018,358.6387,357.4124,P16_V1,H1,16
5649,17,0.1298,1.9062,-0.9379,13.3904,358.398,357.5293,P16_V1,H1,17
5650,18,0.1292,1.9051,-0.9376,14.028,358.3885,357.5789,P16_V1,H1,18
5651,19,0.1283,1.9047,-0.9373,14.3512,357.9772,357.5331,P16_V1,H1,19
5652,20,0.1283,1.9051,-0.9374,14.124,357.8926,357.5677,P16_V1,H1,20
5653,21,0.1278,1.9054,-0.9374,13.954,357.6995,357.5742,P16_V1,H1,21
