,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
1596,1,0.1601,1.7609,-0.3772,358.3448,354.5989,354.7939,P04_V1,H3,1
1597,2,0.1603,1.7612,-0.3778,358.077,354.4427,354.8628,P04_V1,H3,2
1598,3,0.1604,1.7614,-0.3782,357.9031,354.3237,354.9319,P04_V1,H3,3
1599,4,0.1606,1.7615,-0.3786,357.6768,354.2553,354.921,P04_V1,H3,4
1600,5,0.1609,1.7616,-0.3789,357.4696,354.2318,354.8904,P04_V1,H3,5
1601,6,0.1611,1.7616,-0.3792,357.4211,354.2599,354.9146,P04_V1,H3,6
1602,7,0.1614,1.7615,-0.3795,357.3572,354.3235,354.916,P04_V1,H3,7
1603,8,0.1617,1.7614,-0.38,357.3891,354.2831,354.9579,P04_V1,H3,8
1604,9,0.1618,1.7613,-0.3804,357.4329,354.1707,355.007,P04_V1,H3,9
1605,10,0.1618,1.7613,-0.3807,357.4669,354.0176,355.0123,P04_V1,H3,10
1606,11,0.1619,1.7612,-0.3809,357.5168,353.8719,355.0284,P04_V1,H3,11
1607,12,0.1619,1.761,-0.3811,357.5878,353.7845,355.0677,P04_V1,H3,12
1608,13,0.162,1.7609,-0.3813,357.6521,353.7289,355.0879,P04_V1,H3,13
1609,14,0.1621,1.7606,-0.3814,357.804,353.6462,355.0941,P04_V1,H3,14
1610,15,0.1621,1.7604,-0.3814,357.9603,353.6423,355.0947,P04_V1,H3,15
1611,16,0.1622,1.7601,-0.3815,358.2456,353.5937,355.105,P04_V1,H3,16
1612,17,0.1622,1.7596,-0.3813,358.6802,353.4858,355.1093,P04_V1,H3,17
1613,18,0.1621,1.759,-0.3809,359.1603,353.2982,355.0645,P04_V1,H3,18
1614,19,0.1619,1.7583,-0.3804,359.7551,353.1738,355.0112,P04_V1,H3,19
1615,20,0.1617,1.7577,-0.3796,0.1494,353.026,355.0469,P04_V1,H3,20
1616,21,0.1614,1.7569,-0.3786,0.6858,352.9006,355.0118,P04_V1,H3,21
1617,22,0.1612,1.7561,-0.3777,1.4181,352.856,355.0028,P04_V1,H3,22
1618,23,0.1608,1.755,-0.3764,2.3043,352.6557,354.9858,P04_V1,H3,23
1619,24,0.1605,1.7538,-0.3756,3.1699,352.4793,354.8603,P04_V1,H3,24
1620,25,0.1602,1.7526,-0.3748,4.1277,352.3057,354.6946,P04_V1,H3,25
1621,26,0.1599,1.7513,-0.3739,5.1135,352.1211,354.5714,P04_V1,H3,26
1622,27,0.1596,1.7501,-0.3731,6.0216,351.9091,354.5244,P04_V1,H3,27
1623,28,0.1592,1.7486,-0.3721,7.1771,351.7336,354.5345,P04_V1,H3,28
1624,29,0.159,1.7476,-0.3716,8.194,351.5316,354.3016,P04_V1,H3,29
1625,30,0.1588,1.7466,-0.3709,8.9381,351.4505,354.1342,P04_V1,H3,30
1626,31,0.1588,1.7459,-0.3702,9.426,351.3538,354.0754,P04_V1,H3,31
1627,32,0.1587,1.7452,-0.3695,10.0194,351.3864,353.9973,P04_V1,H3,32
1628,33,0.1588,1.7447,-0.3689,10.4384,351.645,354.0065,P04_V1,H3,33
1629,34,0.159,1.7443,-0.3686,10.7206,351.6012,353.9192,P04_V1,H3,34
1630,35,0.1592,1.7433,-0.3678,11.3158,351.8387,353.7856,P04_V1,H3,35
1631,36,0.1596,1.743,-0.3671,11.5562,352.0036,353.6438,P04_V1,H3,36
1632,37,0.1598,1.7429,-0.3668,11.6053,352.089,353.598,P04_V1,H3,37
1633,38,0.16,1.7427,-0.3664,11.6926,352.3717,353.5952,P04_V1,H3,38
1634,39,0.1603,1.7427,-0.366,11.7686,352.4435,353.565,P04_V1,H3,39
1635,40,0.1604,1.7427,-0.3659,11.7681,352.5285,353.5656,P04_V1,H3,40
1636,41,0.1608,1.7428,-0.3656,11.6422,352.594,353.5693,P04_V1,H3,41
1637,42,0.1611,1.7432,-0.3654,11.3922,352.6941,353.5073,P04_V1,H3,42
1638,43,0.1614,1.7433,-0.3653,11.213,352.7127,353.4794,P04_V1,H3,43
1639,44,0.1618,1.7436,-0.3651,11.0086,352.8,353.4049,P04_V1,H3,44
1640,45,0.162,1.7437,-0.3649,10.9152,352.8326,353.4109,P04_V1,H3,45
1641,46,0.1626,1.744,-0.3646,10.6336,352.9986,353.3527,P04_V1,H3,46
