,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
6348,1,-0.2617,1.8328,-0.175,19.1782,23.0103,2.2915,P17_V1,H3,1
6349,2,-0.2618,1.8333,-0.1729,18.9741,23.3351,2.2474,P17_V1,H3,2
6350,3,-0.2619,1.8333,-0.1722,18.9284,23.3914,2.2178,P17_V1,H3,3
6351,4,-0.2621,1.8332,-0.1713,18.979,23.4598,2.1916,P17_V1,H3,4
6352,5,-0.2622,1.833,-0.1702,19.0854,23.5154,2.1449,P17_V1,H3,5
6353,6,-0.2625,1.833,-0.1688,19.0442,23.6363,2.1335,P17_V1,H3,6
6354,7,-0.2628,1.8329,-0.1679,19.0532,23.6814,2.1408,P17_V1,H3,7
6355,8,-0.263,1.8329,-0.1674,19.0707,23.7039,2.1242,P17_V1,H3,8
6356,9,-0.2634,1.8329,-0.1667,19.0429,23.7202,2.1312,P17_V1,H3,9
6357,10,-0.2638,1.8329,-0.1659,19.0299,23.7204,2.1548,P17_V1,H3,10
6358,11,-0.2643,1.8328,-0.165,19.0681,23.6759,2.1723,P17_V1,H3,11
6359,12,-0.2649,1.8327,-0.164,19.2105,23.678,2.2523,P17_V1,H3,12
6360,13,-0.2652,1.8326,-0.1631,19.2964,23.6211,2.3001,P17_V1,H3,13
6361,14,-0.2655,1.8323,-0.1621,19.43,23.6155,2.3046,P17_V1,H3,14
6362,15,-0.2656,1.832,-0.1613,19.5109,23.6021,2.3381,P17_V1,H3,15
6363,16,-0.2657,1.8317,-0.1605,19.5815,23.6113,2.3679,P17_V1,H3,16
6364,17,-0.2658,1.8315,-0.1594,19.6667,23.6335,2.442,P17_V1,H3,17
6365,18,-0.2658,1.8314,-0.158,19.7267,23.6151,2.5311,P17_V1,H3,18
6366,19,-0.2657,1.8313,-0.1561,19.8977,23.4991,2.6272,P17_V1,H3,19
6367,20,-0.2653,1.8313,-0.1543,20.0822,23.3965,2.6732,P17_V1,H3,20
6368,21,-0.2645,1.8308,-0.1521,20.4068,23.4176,2.6337,P17_V1,H3,21
6369,22,-0.2636,1.8304,-0.1506,20.6465,23.5729,2.6297,P17_V1,H3,22
6370,23,-0.2625,1.8302,-0.1489,20.6878,23.8469,2.6436,P17_V1,H3,23
6371,24,-0.2613,1.8304,-0.1472,20.7073,24.0823,2.7383,P17_V1,H3,24
6372,25,-0.2604,1.831,-0.146,20.6617,24.0888,2.813,P17_V1,H3,25
6373,26,-0.2583,1.832,-0.1431,20.5991,24.0514,2.9064,P17_V1,H3,26
6374,27,-0.2562,1.8325,-0.1406,20.5308,24.0661,2.8986,P17_V1,H3,27
6375,28,-0.2529,1.8328,-0.1372,20.4148,24.1885,2.8291,P17_V1,H3,28
6376,29,-0.2484,1.8324,-0.1337,20.4291,24.5952,2.8955,P17_V1,H3,29
6377,30,-0.2443,1.8317,-0.1315,20.6007,24.8607,2.9974,P17_V1,H3,30
6378,31,-0.2403,1.8315,-0.1298,20.6936,25.1064,3.2201,P17_V1,H3,31
6379,32,-0.2374,1.8318,-0.129,20.7347,24.9527,3.2266,P17_V1,H3,32
6380,33,-0.2292,1.833,-0.1263,20.8825,24.1751,3.0477,P17_V1,H3,33
6381,34,-0.2237,1.8337,-0.1245,20.6629,23.4947,2.8492,P17_V1,H3,34
6382,35,-0.2171,1.834,-0.1225,20.5708,22.6628,2.4476,P17_V1,H3,35
6383,36,-0.2101,1.8342,-0.1205,20.7189,22.0355,2.0946,P17_V1,H3,36
6384,37,-0.2018,1.834,-0.1182,21.0739,21.8094,1.6299,P17_V1,H3,37
6385,38,-0.1953,1.8334,-0.1169,21.3148,21.7373,1.1365,P17_V1,H3,38
6386,39,-0.1782,1.8314,-0.1141,22.5449,22.475,359.8326,P17_V1,H3,39
6387,41,-0.1546,1.8258,-0.1123,25.0286,24.8166,357.9168,P17_V1,H3,40
6388,42,-0.1231,1.8184,-0.112,28.4179,28.7568,355.5324,P17_V1,H3,41
6389,43,-0.1102,1.8151,-0.1125,30.0698,30.6822,354.9919,P17_V1,H3,42
6390,44,-0.0824,1.8073,-0.1142,33.1942,33.9281,354.4361,P17_V1,H3,43
6391,45,-0.0692,1.8042,-0.1147,34.5172,35.321,354.0979,P17_V1,H3,44
6392,46,-0.0534,1.8002,-0.1158,35.8156,36.7206,354.0539,P17_V1,H3,45
6393,47,-0.0211,1.7914,-0.1186,39.0782,38.9584,354.1029,P17_V1,H3,46
6394,48,0.0128,1.7823,-0.1223,42.0498,40.7873,353.5493,P17_V1,H3,47
6395,49,0.0303,1.7775,-0.1243,43.7377,41.4981,353.2014,P17_V1,H3,48
6396,50,0.0679,1.7692,-0.129,45.2971,41.8653,352.2294,P17_V1,H3,49
6397,51,0.0874,1.7653,-0.1315,46.1256,41.6633,351.6655,P17_V1,H3,50
6398,52,0.1282,1.7592,-0.1364,47.7008,41.4925,350.984,P17_V1,H3,51
6399,53,0.1488,1.7568,-0.1387,47.474,41.5801,350.8541,P17_V1,H3,52
6400,54,0.1881,1.7552,-0.1446,48.4369,41.1235,350.4101,P17_V1,H3,53
6401,55,0.206,1.7552,-0.1473,49.0354,41.029,350.1531,P17_V1,H3,54
6402,57,0.236,1.7605,-0.1509,49.8734,41.5666,349.9941,P17_V1,H3,55
6403,58,0.278,1.7686,-0.1537,49.6021,42.7445,351.3764,P17_V1,H3,56
6404,59,0.3005,1.7754,-0.1515,48.797,42.519,352.0594,P17_V1,H3,57
6405,60,0.3094,1.7767,-0.1477,48.3947,41.525,351.9218,P17_V1,H3,58
6406,61,0.3207,1.7786,-0.1457,48.134,40.954,351.9193,P17_V1,H3,59
6407,62,0.338,1.7762,-0.1371,48.1911,37.6603,351.2705,P17_V1,H3,60
6408,63,0.3475,1.7759,-0.1329,48.2446,36.2572,350.8969,P17_V1,H3,61
