,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
8401,1,-0.2377,1.677,-0.8515,12.6815,8.2331,1.3397,P22_V1,H3,1
8402,2,-0.2373,1.6743,-0.8506,15.1786,8.1922,0.9528,P22_V1,H3,2
8403,3,-0.2368,1.6714,-0.8487,17.4613,8.0617,0.5806,P22_V1,H3,3
8404,4,-0.2365,1.6703,-0.8479,18.5614,7.9862,0.4033,P22_V1,H3,4
8405,5,-0.236,1.6685,-0.8463,20.0763,8.1142,0.3286,P22_V1,H3,5
8406,6,-0.2355,1.6669,-0.8448,21.4042,8.1601,0.2337,P22_V1,H3,6
8407,7,-0.2351,1.668,-0.8442,20.2933,8.4642,0.3746,P22_V1,H3,7
8408,8,-0.235,1.6681,-0.844,20.2288,8.5508,0.3778,P22_V1,H3,8
8409,9,-0.234,1.6708,-0.8422,18.0214,9.1429,0.3751,P22_V1,H3,9
8410,10,-0.2338,1.6719,-0.8419,17.3625,9.2464,0.2902,P22_V1,H3,10
8411,11,-0.2334,1.6736,-0.8417,15.8302,9.4688,0.1769,P22_V1,H3,11
8412,12,-0.2327,1.6757,-0.8411,13.7746,10.0528,0.3854,P22_V1,H3,12
8413,13,-0.2324,1.6766,-0.841,12.9056,10.2602,0.5019,P22_V1,H3,13
8414,14,-0.232,1.6779,-0.8409,11.5203,10.4957,0.5355,P22_V1,H3,14
8415,15,-0.232,1.6786,-0.8411,11.1426,10.6075,0.5683,P22_V1,H3,15
8416,16,-0.2317,1.6793,-0.8415,10.5169,10.7748,0.6411,P22_V1,H3,16
8417,17,-0.2314,1.6794,-0.8418,10.1895,10.76,0.7279,P22_V1,H3,17
8418,18,-0.2313,1.6798,-0.8423,9.7663,10.7965,0.8184,P22_V1,H3,18
8419,19,-0.2313,1.6798,-0.8426,9.799,10.7865,0.8614,P22_V1,H3,19
8420,20,-0.2311,1.6801,-0.8431,9.4843,10.9026,0.9717,P22_V1,H3,20
8421,21,-0.2309,1.6804,-0.8434,9.3343,10.9448,1.0248,P22_V1,H3,21
8422,22,-0.2308,1.6805,-0.8439,9.2237,11.0468,0.9885,P22_V1,H3,22
8423,23,-0.2307,1.6806,-0.844,9.2313,11.0772,1.0239,P22_V1,H3,23
8424,24,-0.2304,1.6807,-0.8446,9.22,11.1716,1.0385,P22_V1,H3,24
8425,25,-0.23,1.6805,-0.8451,9.389,11.2591,1.0081,P22_V1,H3,25
8426,26,-0.2297,1.6802,-0.8453,9.6442,11.2485,0.9733,P22_V1,H3,26
8427,27,-0.229,1.6791,-0.8454,10.7182,11.2813,0.9296,P22_V1,H3,27
8428,28,-0.2288,1.6784,-0.8454,11.3291,11.3493,0.8858,P22_V1,H3,28
8429,29,-0.2284,1.6769,-0.8452,12.6204,11.3295,0.8283,P22_V1,H3,29
8430,30,-0.2283,1.6762,-0.845,13.2891,11.3774,0.7923,P22_V1,H3,30
8431,31,-0.2281,1.6749,-0.8446,14.2918,11.3265,0.823,P22_V1,H3,31
8432,32,-0.228,1.674,-0.8442,14.7135,11.329,0.8266,P22_V1,H3,32
8433,34,-0.2279,1.6728,-0.8436,15.796,11.2885,0.7747,P22_V1,H3,33
8434,35,-0.2278,1.6713,-0.8425,17.0042,11.3387,0.746,P22_V1,H3,34
8435,36,-0.2277,1.6712,-0.8422,17.161,11.2339,0.6823,P22_V1,H3,35
8436,37,-0.2277,1.6707,-0.8416,17.4569,11.1304,0.6195,P22_V1,H3,36
8437,38,-0.2277,1.6704,-0.8411,17.7157,11.1154,0.6719,P22_V1,H3,37
8438,39,-0.2276,1.6696,-0.8403,18.2819,11.0902,0.49,P22_V1,H3,38
8439,40,-0.2276,1.6693,-0.8399,18.5345,11.114,0.4165,P22_V1,H3,39
8440,41,-0.2276,1.6689,-0.8392,18.7873,11.1606,0.5156,P22_V1,H3,40
8441,42,-0.2275,1.668,-0.8382,19.4104,11.1635,0.5424,P22_V1,H3,41
8442,43,-0.2274,1.6674,-0.8376,19.799,11.2264,0.6234,P22_V1,H3,42
8443,44,-0.2272,1.6664,-0.8367,20.5184,11.3553,0.5875,P22_V1,H3,43
8444,45,-0.2271,1.6657,-0.8363,21.1186,11.4054,0.4797,P22_V1,H3,44
8445,46,-0.2265,1.6647,-0.8354,21.7987,11.6692,0.3057,P22_V1,H3,45
8446,47,-0.2264,1.6644,-0.835,21.9451,11.8854,0.3854,P22_V1,H3,46
8447,48,-0.2258,1.6634,-0.8341,22.741,12.1715,0.3623,P22_V1,H3,47
8448,49,-0.2256,1.6631,-0.8338,22.9366,12.2441,0.3841,P22_V1,H3,48
8449,50,-0.2251,1.662,-0.8329,23.6585,12.4758,0.2435,P22_V1,H3,49
8450,51,-0.225,1.6616,-0.8326,23.8083,12.6222,0.316,P22_V1,H3,50
8451,52,-0.2246,1.6609,-0.8318,24.1573,12.8486,0.3363,P22_V1,H3,51
8452,53,-0.2245,1.6605,-0.8314,24.4426,12.9518,0.2527,P22_V1,H3,52
8453,54,-0.2241,1.6597,-0.8308,24.9201,13.1188,0.3312,P22_V1,H3,53
8454,55,-0.2239,1.6594,-0.8306,25.0754,13.1938,0.3173,P22_V1,H3,54
8455,56,-0.2235,1.6588,-0.8302,25.3921,13.4036,0.2473,P22_V1,H3,55
8456,57,-0.2234,1.6587,-0.8301,25.4535,13.4985,0.1973,P22_V1,H3,56
8457,58,-0.223,1.6583,-0.8298,25.7135,13.7727,0.2148,P22_V1,H3,57
8458,59,-0.2229,1.6583,-0.8298,25.7183,13.7782,0.212,P22_V1,H3,58
8459,60,-0.2226,1.6579,-0.8298,25.893,13.9825,0.2118,P22_V1,H3,59
8460,61,-0.2226,1.6579,-0.8298,25.9336,13.9964,0.2034,P22_V1,H3,60
8461,62,-0.2224,1.6578,-0.83,26.0073,14.1276,0.2097,P22_V1,H3,61
8462,63,-0.2224,1.6578,-0.83,25.9878,14.1131,0.1782,P22_V1,H3,62
8463,64,-0.2224,1.658,-0.8303,25.9051,14.1971,0.1684,P22_V1,H3,63
8464,65,-0.2224,1.6582,-0.8306,25.7165,14.2706,0.2435,P22_V1,H3,64
8465,66,-0.2226,1.6587,-0.8311,25.4282,14.2774,0.2255,P22_V1,H3,65
8466,67,-0.2229,1.6593,-0.8319,25.0556,14.2523,0.2466,P22_V1,H3,66
8467,68,-0.2231,1.6596,-0.8323,24.8075,14.2626,0.2384,P22_V1,H3,67
8468,69,-0.2234,1.6602,-0.8332,24.3661,14.2847,0.3012,P22_V1,H3,68
8469,70,-0.2235,1.6606,-0.8337,24.1267,14.2533,0.2733,P22_V1,H3,69
8470,71,-0.2238,1.6617,-0.8346,23.3178,14.5413,0.4263,P22_V1,H3,70
8471,72,-0.2239,1.6623,-0.8351,23.0075,14.5457,0.3978,P22_V1,H3,71
8472,73,-0.224,1.664,-0.8362,21.619,14.7799,0.5036,P22_V1,H3,72
8473,74,-0.2241,1.6647,-0.8367,21.0792,14.8303,0.4592,P22_V1,H3,73
8474,75,-0.2243,1.6662,-0.8379,20.0959,15.0304,0.5471,P22_V1,H3,74
8475,76,-0.2244,1.6677,-0.839,19.0418,15.1222,0.6541,P22_V1,H3,75
8476,77,-0.2245,1.6681,-0.8395,18.5424,15.2287,0.677,P22_V1,H3,76
8477,78,-0.2244,1.6687,-0.84,18.0616,15.1768,0.7168,P22_V1,H3,77
8478,79,-0.2244,1.6699,-0.8409,17.1363,15.316,0.6517,P22_V1,H3,78
8479,80,-0.2244,1.6705,-0.8412,16.5928,15.3914,0.6361,P22_V1,H3,79
8480,81,-0.2245,1.6718,-0.8421,15.7364,15.4209,0.4925,P22_V1,H3,80
8481,82,-0.2245,1.6729,-0.8429,15.038,15.5082,0.5676,P22_V1,H3,81
8482,83,-0.2244,1.6734,-0.8433,14.6334,15.4491,0.5333,P22_V1,H3,82
8483,84,-0.2243,1.6743,-0.844,13.8221,15.5303,0.5487,P22_V1,H3,83
8484,85,-0.2243,1.6749,-0.8443,13.5368,15.5476,0.5808,P22_V1,H3,84
8485,86,-0.2242,1.6753,-0.8449,12.8896,15.5087,0.5882,P22_V1,H3,85
8486,87,-0.2242,1.6755,-0.8452,12.8575,15.477,0.5728,P22_V1,H3,86
8487,88,-0.2242,1.6763,-0.8459,12.2209,15.4569,0.4823,P22_V1,H3,87
8488,89,-0.2242,1.6766,-0.8461,12.045,15.4884,0.5362,P22_V1,H3,88
8489,90,-0.2243,1.6773,-0.8469,11.5027,15.3568,0.4784,P22_V1,H3,89
8490,91,-0.2243,1.6777,-0.8471,11.0649,15.2961,0.5136,P22_V1,H3,90
8491,92,-0.2244,1.6784,-0.8478,10.4321,15.2162,0.4483,P22_V1,H3,91
8492,93,-0.2246,1.6789,-0.8485,10.1152,15.2152,0.4239,P22_V1,H3,92
8493,94,-0.2249,1.6794,-0.8493,9.7551,15.2207,0.4877,P22_V1,H3,93
8494,95,-0.2249,1.6794,-0.8493,9.839,15.2284,0.4881,P22_V1,H3,94
8495,96,-0.2253,1.68,-0.8504,9.2712,15.1232,0.539,P22_V1,H3,95
8496,97,-0.2253,1.6801,-0.8505,9.2043,15.0797,0.5293,P22_V1,H3,96
8497,98,-0.2256,1.6802,-0.8509,9.1375,15.0372,0.5561,P22_V1,H3,97
8498,99,-0.226,1.6806,-0.8518,8.8113,14.8448,0.5688,P22_V1,H3,98
8499,100,-0.2262,1.6808,-0.8521,8.6509,14.7848,0.5736,P22_V1,H3,99
8500,101,-0.2266,1.681,-0.8529,8.4269,14.6614,0.562,P22_V1,H3,100
8501,102,-0.2268,1.6811,-0.8532,8.3683,14.5939,0.6022,P22_V1,H3,101
8502,103,-0.2272,1.6813,-0.8539,8.2652,14.4771,0.6546,P22_V1,H3,102
8503,104,-0.2274,1.6813,-0.8542,8.2162,14.3932,0.6586,P22_V1,H3,103
8504,105,-0.2279,1.6813,-0.855,8.2536,14.2701,0.7113,P22_V1,H3,104
8505,106,-0.228,1.6812,-0.8553,8.3097,14.2502,0.7619,P22_V1,H3,105
8506,107,-0.2284,1.6811,-0.8562,8.4826,14.1486,0.7847,P22_V1,H3,106
8507,108,-0.2285,1.6811,-0.8566,8.6329,14.1256,0.8296,P22_V1,H3,107
8508,109,-0.2288,1.681,-0.8576,9.0042,14.0504,0.8615,P22_V1,H3,108
8509,110,-0.2288,1.6809,-0.8578,9.0423,14.0207,0.8695,P22_V1,H3,109
8510,111,-0.2288,1.6808,-0.8584,9.095,14.0482,0.7853,P22_V1,H3,110
8511,112,-0.2288,1.6809,-0.8586,9.0859,14.0778,0.7451,P22_V1,H3,111
8512,113,-0.2286,1.6818,-0.8592,8.4692,14.361,0.7961,P22_V1,H3,112
8513,114,-0.2284,1.6831,-0.8593,6.9109,14.7327,0.8966,P22_V1,H3,113
8514,115,-0.2282,1.6852,-0.8604,4.9272,15.2553,1.1154,P22_V1,H3,114
8515,116,-0.228,1.686,-0.861,4.2762,15.501,1.1689,P22_V1,H3,115
8516,117,-0.2282,1.6864,-0.8632,3.6666,16.4457,1.2217,P22_V1,H3,116
8517,118,-0.2289,1.6855,-0.8657,4.8014,16.3877,1.5365,P22_V1,H3,117
8518,119,-0.2299,1.685,-0.868,5.5654,16.4896,1.5594,P22_V1,H3,118
8519,120,-0.2314,1.6854,-0.8709,5.9737,16.6641,1.6671,P22_V1,H3,119
8520,121,-0.2318,1.6855,-0.8719,5.8713,16.6151,1.8958,P22_V1,H3,120
8521,122,-0.2337,1.6854,-0.875,5.9061,16.4816,1.966,P22_V1,H3,121
8522,123,-0.2353,1.6852,-0.8778,6.216,16.2362,1.9307,P22_V1,H3,122
8523,124,-0.2386,1.6838,-0.8834,7.2388,15.6136,1.8435,P22_V1,H3,123
8524,125,-0.2397,1.6828,-0.8856,7.939,15.2612,1.7525,P22_V1,H3,124
8525,126,-0.2424,1.68,-0.89,10.0699,14.807,1.4226,P22_V1,H3,125
8526,127,-0.2438,1.6785,-0.8921,11.1565,14.5845,1.3619,P22_V1,H3,126
8527,128,-0.2465,1.675,-0.8953,12.9978,13.9858,1.0691,P22_V1,H3,127
8528,129,-0.2477,1.6736,-0.897,13.8988,13.674,1.0327,P22_V1,H3,128
8529,130,-0.2501,1.6701,-0.8994,15.7167,13.4761,0.8835,P22_V1,H3,129
8530,131,-0.2513,1.6683,-0.9008,16.6255,13.3756,0.7542,P22_V1,H3,130
8531,132,-0.2534,1.6647,-0.903,18.5135,13.352,0.2996,P22_V1,H3,131
8532,133,-0.2554,1.6617,-0.9045,20.1788,13.5289,0.2711,P22_V1,H3,132
