,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
5021,1,0.6233,1.8018,-0.0368,18.9732,307.1747,6.7931,P15_V1,H1,1
5022,2,0.6239,1.8019,-0.0357,18.8418,307.7572,6.6403,P15_V1,H1,2
5023,3,0.6245,1.8022,-0.0346,18.7572,308.3256,6.562,P15_V1,H1,3
5024,4,0.6251,1.8025,-0.0337,18.6715,308.7823,6.4571,P15_V1,H1,4
5025,5,0.6258,1.8028,-0.0326,18.4096,309.3556,6.4373,P15_V1,H1,5
5026,6,0.626,1.8029,-0.0323,18.4087,309.491,6.3889,P15_V1,H1,6
5027,7,0.6264,1.803,-0.0317,18.2871,309.7478,6.2684,P15_V1,H1,7
5028,8,0.6277,1.8031,-0.0298,18.0846,311.062,6.0507,P15_V1,H1,8
5029,9,0.6292,1.8037,-0.0276,17.6896,312.7054,5.8269,P15_V1,H1,9
5030,10,0.6299,1.8041,-0.0267,17.2147,313.9088,6.0877,P15_V1,H1,10
5031,11,0.6306,1.8044,-0.0257,16.86,314.9034,6.069,P15_V1,H1,11
5032,12,0.6322,1.8053,-0.0238,16.0029,317.1316,6.2645,P15_V1,H1,12
5033,13,0.6329,1.8057,-0.0229,15.6861,318.1212,6.2676,P15_V1,H1,13
5034,14,0.6345,1.8064,-0.0214,15.0164,319.9763,6.3812,P15_V1,H1,14
5035,15,0.6354,1.8069,-0.0203,14.691,320.9701,6.4119,P15_V1,H1,15
5036,16,0.6358,1.8073,-0.0197,14.5411,321.6323,6.4331,P15_V1,H1,16
5037,17,0.6362,1.8077,-0.0187,14.1639,322.1306,6.2643,P15_V1,H1,17
5038,18,0.6361,1.8075,-0.0188,14.2693,321.6508,6.2624,P15_V1,H1,18
5039,19,0.6361,1.8076,-0.0189,14.3689,321.5658,6.26,P15_V1,H1,19
5040,20,0.6363,1.8076,-0.0185,14.3992,321.3612,6.0944,P15_V1,H1,20
5041,21,0.6362,1.8076,-0.0183,14.468,321.2441,6.0723,P15_V1,H1,21
5042,22,0.6362,1.8077,-0.0178,14.5898,320.6692,5.7191,P15_V1,H1,22
5043,23,0.6361,1.8077,-0.0177,14.5975,320.598,5.6599,P15_V1,H1,23
5044,24,0.6363,1.8077,-0.0178,14.6055,320.4865,5.6034,P15_V1,H1,24
5045,25,0.6364,1.8076,-0.0178,14.6628,320.1881,5.5544,P15_V1,H1,25
5046,26,0.6365,1.8075,-0.0179,14.6667,320.1572,5.5437,P15_V1,H1,26
5047,27,0.6366,1.8076,-0.0181,14.6826,319.7593,5.4374,P15_V1,H1,27
5048,28,0.6365,1.8075,-0.0185,14.7214,319.1347,5.3193,P15_V1,H1,28
5049,29,0.6364,1.8076,-0.019,14.7268,318.6358,5.2905,P15_V1,H1,29
5050,30,0.6363,1.8077,-0.0193,14.7964,318.3796,5.2302,P15_V1,H1,30
5051,31,0.636,1.8076,-0.02,14.9367,317.6268,5.2511,P15_V1,H1,31
5052,32,0.6357,1.8077,-0.0203,14.8929,317.2217,5.1364,P15_V1,H1,32
5053,33,0.6353,1.8075,-0.0209,14.9333,316.6869,5.1581,P15_V1,H1,33
5054,34,0.6352,1.8074,-0.0212,15.0621,316.2392,5.2186,P15_V1,H1,34
5055,35,0.6348,1.8074,-0.0219,15.2661,315.4406,4.925,P15_V1,H1,35
5056,36,0.6348,1.8075,-0.0223,15.2202,315.2535,4.8118,P15_V1,H1,36
5057,37,0.6348,1.8076,-0.0227,15.1034,314.9346,4.8255,P15_V1,H1,37
5058,38,0.6347,1.8076,-0.0234,15.0895,314.6009,4.9007,P15_V1,H1,38
5059,39,0.6346,1.8075,-0.0238,15.0976,314.3048,4.9125,P15_V1,H1,39
5060,40,0.6344,1.8076,-0.0245,15.1542,313.6689,5.0483,P15_V1,H1,40
5061,41,0.6342,1.8075,-0.0253,15.0887,313.3163,4.9988,P15_V1,H1,41
5062,42,0.6342,1.8076,-0.0257,15.1781,313.128,5.0184,P15_V1,H1,42
5063,43,0.6342,1.8074,-0.0269,15.1918,312.4662,4.9017,P15_V1,H1,43
