,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
212,1,0.2582,1.7664,-1.1015,5.3501,352.4918,359.9342,P02_V1,H4,1
213,2,0.2585,1.7655,-1.1011,6.0822,352.5064,359.9479,P02_V1,H4,2
214,3,0.2587,1.7646,-1.1008,6.6305,352.8085,359.9324,P02_V1,H4,3
215,4,0.2588,1.7639,-1.1004,7.1561,353.4611,359.9345,P02_V1,H4,4
216,5,0.2587,1.763,-1.1002,7.9038,353.8079,359.9731,P02_V1,H4,5
217,6,0.2583,1.7622,-1.1004,8.7325,353.94,359.9067,P02_V1,H4,6
218,7,0.2571,1.762,-1.1011,9.1266,353.5743,359.91,P02_V1,H4,7
219,8,0.2564,1.7622,-1.1014,8.9387,353.3712,359.9928,P02_V1,H4,8
220,9,0.2557,1.7625,-1.102,8.9024,353.078,0.0129,P02_V1,H4,9
221,10,0.254,1.763,-1.1034,8.7937,352.5937,0.2057,P02_V1,H4,10
222,11,0.2536,1.763,-1.1038,8.7445,352.5049,0.2607,P02_V1,H4,11
223,12,0.2529,1.763,-1.1041,8.7604,352.3929,0.3135,P02_V1,H4,12
224,13,0.2526,1.763,-1.1042,8.7668,352.3567,0.3012,P02_V1,H4,13
225,14,0.2518,1.7627,-1.1046,8.9946,352.2132,0.2928,P02_V1,H4,14
226,15,0.2515,1.7625,-1.1046,9.0212,352.2056,0.2808,P02_V1,H4,15
227,16,0.2509,1.7621,-1.1045,9.226,352.1483,0.2938,P02_V1,H4,16
228,17,0.2507,1.7619,-1.1045,9.2987,352.1208,0.2854,P02_V1,H4,17
229,18,0.2502,1.7616,-1.1041,9.4541,352.0566,0.3346,P02_V1,H4,18
230,19,0.2501,1.7615,-1.104,9.482,352.0436,0.3508,P02_V1,H4,19
231,20,0.2497,1.7614,-1.1038,9.5153,352.0341,0.3757,P02_V1,H4,20
232,21,0.2494,1.7615,-1.1036,9.3846,352.0562,0.4498,P02_V1,H4,21
233,22,0.2493,1.7616,-1.1035,9.3363,352.0603,0.4433,P02_V1,H4,22
234,23,0.2492,1.7617,-1.1034,9.2336,352.0742,0.4,P02_V1,H4,23
235,24,0.2489,1.762,-1.1032,9.0692,352.0664,0.3604,P02_V1,H4,24
236,25,0.2488,1.7621,-1.1031,9.003,352.0456,0.3824,P02_V1,H4,25
237,26,0.2485,1.7623,-1.1029,8.7652,352.0396,0.4017,P02_V1,H4,26
238,27,0.248,1.7631,-1.1029,8.2081,351.9137,0.4413,P02_V1,H4,27
239,28,0.2477,1.7634,-1.103,7.9731,351.8859,0.4283,P02_V1,H4,28
240,29,0.2473,1.764,-1.1032,7.5654,351.6054,0.4189,P02_V1,H4,29
241,30,0.2471,1.7642,-1.1032,7.4214,351.5297,0.3482,P02_V1,H4,30
242,31,0.2465,1.7646,-1.1034,7.1369,351.3665,0.4605,P02_V1,H4,31
243,32,0.2461,1.7647,-1.1035,6.9276,351.2667,0.5407,P02_V1,H4,32
244,33,0.2454,1.7652,-1.1037,6.63,350.8543,0.5834,P02_V1,H4,33
245,34,0.245,1.7653,-1.1037,6.5859,350.7484,0.5811,P02_V1,H4,34
246,35,0.2437,1.7658,-1.1041,6.2107,350.0539,0.6295,P02_V1,H4,35
247,36,0.2431,1.7661,-1.1042,6.0294,349.8243,0.7069,P02_V1,H4,36
248,37,0.2414,1.7667,-1.1046,5.5778,349.0271,0.6624,P02_V1,H4,37
249,38,0.2402,1.7671,-1.1049,5.4739,348.291,0.8545,P02_V1,H4,38
250,39,0.2381,1.7672,-1.1051,5.2188,347.633,1.1632,P02_V1,H4,39
251,40,0.2371,1.7672,-1.105,5.3664,347.3067,1.4626,P02_V1,H4,40
252,41,0.2356,1.767,-1.1048,5.5461,346.9827,1.677,P02_V1,H4,41
253,42,0.2344,1.7666,-1.1045,5.7176,346.5828,1.8781,P02_V1,H4,42
254,43,0.2329,1.7659,-1.1041,6.174,346.3438,1.9071,P02_V1,H4,43
255,44,0.2317,1.7649,-1.1035,6.7899,346.3821,1.7088,P02_V1,H4,44
256,45,0.2307,1.7623,-1.102,8.2786,346.3849,1.3386,P02_V1,H4,45
257,46,0.2313,1.7608,-1.1006,8.8443,346.8908,1.023,P02_V1,H4,46
258,47,0.2314,1.7608,-1.1004,8.8383,347.0625,0.9374,P02_V1,H4,47
259,48,0.2311,1.7609,-1.0999,8.882,347.3549,1.166,P02_V1,H4,48
260,49,0.2309,1.7608,-1.0997,8.8821,347.3705,1.2066,P02_V1,H4,49
261,50,0.2303,1.7606,-1.099,9.0486,347.4218,1.3082,P02_V1,H4,50
262,51,0.23,1.7604,-1.0987,9.2387,347.3944,1.3463,P02_V1,H4,51
263,52,0.2291,1.7589,-1.0972,9.9897,347.4751,1.5045,P02_V1,H4,52
264,53,0.2289,1.7582,-1.0965,10.3206,347.5357,1.5791,P02_V1,H4,53
265,54,0.2286,1.7556,-1.0941,11.5467,347.8181,1.6455,P02_V1,H4,54
266,55,0.2291,1.7533,-1.0918,12.5269,348.4741,1.5926,P02_V1,H4,55
267,56,0.2294,1.7517,-1.0907,13.1047,348.9662,1.5523,P02_V1,H4,56
268,57,0.2297,1.7501,-1.0893,14.1279,349.3688,1.5132,P02_V1,H4,57
269,58,0.2301,1.7473,-1.087,15.5883,349.8457,1.7507,P02_V1,H4,58
270,59,0.23,1.7455,-1.0855,16.4035,350.0021,1.7769,P02_V1,H4,59
271,60,0.2298,1.7426,-1.083,18.2699,350.3441,2.0209,P02_V1,H4,60
272,61,0.2298,1.7421,-1.0818,18.5984,350.4075,1.9533,P02_V1,H4,61
273,62,0.2299,1.7408,-1.0795,18.9523,350.4875,1.8776,P02_V1,H4,62
274,63,0.23,1.74,-1.0775,19.6637,350.415,1.7117,P02_V1,H4,63
275,64,0.23,1.7398,-1.077,19.6109,350.3668,1.7026,P02_V1,H4,64
276,65,0.2298,1.7394,-1.0756,19.7704,350.4048,1.6275,P02_V1,H4,65
277,66,0.2298,1.7391,-1.0749,19.9548,350.4168,1.7023,P02_V1,H4,66
278,67,0.2296,1.7385,-1.0735,20.2106,350.5255,1.7418,P02_V1,H4,67
279,68,0.2295,1.7384,-1.073,20.2855,350.516,1.7474,P02_V1,H4,68
280,69,0.2295,1.7382,-1.0718,20.3507,350.5111,1.7733,P02_V1,H4,69
281,70,0.2294,1.7379,-1.0704,20.4854,350.375,1.7167,P02_V1,H4,70
282,71,0.2293,1.7379,-1.0699,20.4661,350.3445,1.6757,P02_V1,H4,71
283,72,0.2293,1.7379,-1.0689,20.4743,350.2889,1.6603,P02_V1,H4,72
284,73,0.2293,1.7378,-1.0685,20.4667,350.2804,1.6742,P02_V1,H4,73
285,74,0.2294,1.7378,-1.0677,20.4748,350.2732,1.7151,P02_V1,H4,74
286,75,0.2296,1.7375,-1.0665,20.4723,350.3039,1.8164,P02_V1,H4,75
287,76,0.2298,1.7374,-1.0658,20.4736,350.3354,1.8301,P02_V1,H4,76
288,77,0.2303,1.7372,-1.0649,20.5088,350.4022,1.7979,P02_V1,H4,77
289,78,0.2308,1.7371,-1.0643,20.4789,350.4567,1.7191,P02_V1,H4,78
290,79,0.2315,1.7374,-1.0638,20.3823,350.5761,1.6868,P02_V1,H4,79
291,80,0.2322,1.7377,-1.0633,20.1794,350.7271,1.6133,P02_V1,H4,80
292,81,0.2326,1.738,-1.0629,20.0537,350.8814,1.6712,P02_V1,H4,81
293,82,0.2331,1.7383,-1.0625,19.9104,350.9412,1.7066,P02_V1,H4,82
294,83,0.2333,1.7385,-1.0623,19.859,350.9974,1.7158,P02_V1,H4,83
295,84,0.2338,1.7387,-1.0619,19.7243,351.0352,1.7205,P02_V1,H4,84
296,85,0.2343,1.739,-1.0616,19.549,351.104,1.6931,P02_V1,H4,85
297,86,0.2349,1.7394,-1.0613,19.4127,351.3196,1.7342,P02_V1,H4,86
298,87,0.2356,1.7399,-1.0611,19.2693,351.5129,1.7656,P02_V1,H4,87
299,88,0.2358,1.7402,-1.061,19.1612,351.6747,1.8071,P02_V1,H4,88
300,89,0.2361,1.7404,-1.0609,18.9788,351.6605,1.8891,P02_V1,H4,89
301,90,0.2362,1.7416,-1.0608,18.4945,351.5836,1.972,P02_V1,H4,90
302,91,0.2362,1.7421,-1.0608,18.3341,351.5262,1.8895,P02_V1,H4,91
303,92,0.2362,1.7431,-1.0609,17.77,351.479,1.9079,P02_V1,H4,92
304,93,0.2365,1.7442,-1.0611,17.4032,351.6559,1.9175,P02_V1,H4,93
305,94,0.2371,1.7459,-1.0613,16.6041,352.1248,2.0442,P02_V1,H4,94
306,95,0.2375,1.747,-1.0616,16.1699,352.3871,2.0772,P02_V1,H4,95
307,96,0.2377,1.7486,-1.0621,15.3669,352.9033,2.1559,P02_V1,H4,96
308,97,0.2379,1.7491,-1.0624,15.2125,352.8953,2.2251,P02_V1,H4,97
309,98,0.2379,1.7497,-1.0629,14.7682,353.1382,2.3163,P02_V1,H4,98
310,99,0.238,1.7499,-1.063,14.6864,353.142,2.3963,P02_V1,H4,99
311,100,0.2381,1.7503,-1.0635,14.4618,353.3297,2.4789,P02_V1,H4,100
312,101,0.238,1.7505,-1.0637,14.3469,353.4124,2.4953,P02_V1,H4,101
313,102,0.2379,1.7507,-1.0641,14.2946,353.442,2.4948,P02_V1,H4,102
314,103,0.2377,1.7509,-1.0645,14.1684,353.5246,2.5483,P02_V1,H4,103
315,104,0.2374,1.7513,-1.0652,13.9668,353.6574,2.6983,P02_V1,H4,104
316,105,0.2372,1.7515,-1.0655,13.8879,353.6836,2.7283,P02_V1,H4,105
