,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
0,1,0.0854,1.7686,-0.9016,13.6233,352.9474,359.5828,P01_V1,H3,1
1,2,0.0856,1.7687,-0.9008,13.4949,353.2036,359.3904,P01_V1,H3,2
2,3,0.0858,1.7688,-0.9003,13.3178,353.2568,359.0884,P01_V1,H3,3
3,4,0.086,1.7691,-0.8997,13.0817,353.3433,358.8611,P01_V1,H3,4
4,5,0.0862,1.7693,-0.8993,12.9617,353.3561,358.6515,P01_V1,H3,5
5,6,0.0864,1.7695,-0.899,12.8152,353.362,358.4897,P01_V1,H3,6
6,7,0.0864,1.7696,-0.8987,12.6502,353.4197,358.3748,P01_V1,H3,7
7,8,0.0867,1.7701,-0.8983,12.4261,353.3986,358.2477,P01_V1,H3,8
8,9,0.0867,1.7704,-0.8982,12.3464,353.3813,358.1435,P01_V1,H3,9
9,10,0.0868,1.7707,-0.8981,12.2363,353.3319,358.0418,P01_V1,H3,10
10,11,0.0868,1.7709,-0.898,12.1885,353.3265,357.9958,P01_V1,H3,11
11,12,0.0868,1.7709,-0.8979,12.1916,353.3174,357.9771,P01_V1,H3,12
12,13,0.0869,1.7709,-0.8977,12.2707,353.3333,357.946,P01_V1,H3,13
13,14,0.0869,1.7707,-0.8975,12.4724,353.3363,357.9392,P01_V1,H3,14
14,15,0.087,1.7704,-0.8972,12.7076,353.3495,357.8785,P01_V1,H3,15
15,16,0.0869,1.7699,-0.8969,13.0614,353.4246,357.8343,P01_V1,H3,16
16,17,0.0869,1.7694,-0.8967,13.4678,353.4287,357.8445,P01_V1,H3,17
17,18,0.0869,1.7691,-0.8964,13.7084,353.411,357.8036,P01_V1,H3,18
18,19,0.0869,1.7686,-0.8962,14.2452,353.4937,357.7179,P01_V1,H3,19
19,20,0.0869,1.7681,-0.8959,14.511,353.4216,357.5986,P01_V1,H3,20
20,21,0.087,1.7679,-0.8957,14.6389,353.4086,357.6064,P01_V1,H3,21
21,22,0.0872,1.7675,-0.8954,15.0083,353.4881,357.573,P01_V1,H3,22
22,23,0.0876,1.7667,-0.8951,15.5246,353.6497,357.6038,P01_V1,H3,23
23,24,0.0879,1.7662,-0.8948,15.8882,353.8167,357.5504,P01_V1,H3,24
24,25,0.0884,1.7657,-0.8946,16.1638,353.9203,357.5247,P01_V1,H3,25
25,26,0.0889,1.7653,-0.8944,16.5412,354.1488,357.5373,P01_V1,H3,26
26,27,0.0894,1.7649,-0.8942,16.8231,354.3517,357.6352,P01_V1,H3,27
27,28,0.0898,1.7644,-0.894,17.1188,354.5527,357.6295,P01_V1,H3,28
28,29,0.0903,1.764,-0.8939,17.4695,354.6419,357.6265,P01_V1,H3,29
29,30,0.0908,1.7631,-0.8936,18.0247,354.9177,357.5997,P01_V1,H3,30
30,31,0.0913,1.7626,-0.8935,18.4062,354.9962,357.6306,P01_V1,H3,31
