,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
877,1,-0.1293,1.9182,-0.5925,31.5406,358.4694,354.6286,P03_V1,H1,1
878,2,-0.1289,1.9194,-0.5943,31.2295,358.4016,354.5309,P03_V1,H1,2
879,3,-0.1287,1.92,-0.5954,30.9292,358.4635,354.5446,P03_V1,H1,3
880,4,-0.1284,1.9208,-0.5963,30.4699,358.4562,354.5202,P03_V1,H1,4
881,5,-0.1281,1.9218,-0.5972,30.1145,358.4154,354.65,P03_V1,H1,5
882,6,-0.1277,1.9227,-0.5979,29.752,358.3555,354.6706,P03_V1,H1,6
883,7,-0.1272,1.9237,-0.5985,29.4592,358.3965,354.6667,P03_V1,H1,7
884,8,-0.1266,1.9248,-0.5993,28.9862,358.7259,354.7458,P03_V1,H1,8
885,9,-0.126,1.9249,-0.5996,28.9411,359.0252,354.8212,P03_V1,H1,9
886,10,-0.1255,1.9252,-0.5999,28.8141,359.2988,354.8661,P03_V1,H1,10
887,11,-0.1246,1.9255,-0.6002,28.5176,359.7816,355.1394,P03_V1,H1,11
888,12,-0.1244,1.9257,-0.6003,28.5612,359.88,355.153,P03_V1,H1,12
889,13,-0.1239,1.926,-0.6003,28.5362,0.0654,355.2296,P03_V1,H1,13
890,14,-0.1237,1.9262,-0.6003,28.4731,0.0894,355.2542,P03_V1,H1,14
891,15,-0.1233,1.9265,-0.6004,28.3072,0.1674,355.2718,P03_V1,H1,15
892,16,-0.1229,1.9265,-0.6003,28.3273,0.2533,355.2486,P03_V1,H1,16
893,17,-0.1224,1.9264,-0.6004,28.3705,0.3708,355.2499,P03_V1,H1,17
894,18,-0.1217,1.926,-0.6005,28.5599,0.4908,355.2231,P03_V1,H1,18
895,19,-0.1208,1.9251,-0.6008,29.0501,0.6141,355.0389,P03_V1,H1,19
896,20,-0.1203,1.9237,-0.601,29.5938,0.7239,354.777,P03_V1,H1,20
897,21,-0.1203,1.9225,-0.6014,30.3044,0.7182,354.8171,P03_V1,H1,21
898,22,-0.1204,1.9222,-0.6017,30.5145,0.5723,354.7652,P03_V1,H1,22
899,23,-0.1206,1.9227,-0.6015,30.3397,0.5032,354.8436,P03_V1,H1,23
900,24,-0.1207,1.9228,-0.6019,30.4715,0.4949,354.8496,P03_V1,H1,24
901,25,-0.1207,1.9229,-0.6024,30.5695,0.5867,354.8062,P03_V1,H1,25
902,26,-0.1207,1.9229,-0.6027,30.6584,0.5944,354.8044,P03_V1,H1,26
903,27,-0.1206,1.9225,-0.6036,31.1111,0.7118,354.893,P03_V1,H1,27
904,28,-0.1206,1.9221,-0.6038,31.3269,0.7913,354.964,P03_V1,H1,28
905,29,-0.1205,1.922,-0.6036,31.3339,1.0571,355.0452,P03_V1,H1,29
906,30,-0.1202,1.9229,-0.6035,31.1738,1.4682,355.3565,P03_V1,H1,30
907,31,-0.1202,1.9234,-0.6034,30.9302,1.5587,355.3668,P03_V1,H1,31
908,32,-0.1203,1.9238,-0.6031,30.7991,1.5552,355.3361,P03_V1,H1,32
909,33,-0.1206,1.9242,-0.6028,30.7599,1.5737,355.3771,P03_V1,H1,33
910,34,-0.1211,1.9248,-0.6023,30.5593,1.4963,355.465,P03_V1,H1,34
911,35,-0.1213,1.925,-0.602,30.5101,1.4546,355.502,P03_V1,H1,35
912,36,-0.1216,1.9251,-0.6016,30.4823,1.3636,355.4866,P03_V1,H1,36
913,37,-0.1219,1.9252,-0.6012,30.4482,1.2663,355.4836,P03_V1,H1,37
914,38,-0.1222,1.9252,-0.6006,30.4406,1.1369,355.504,P03_V1,H1,38
915,39,-0.1224,1.9251,-0.6002,30.4201,1.0569,355.5651,P03_V1,H1,39
916,40,-0.1226,1.925,-0.5995,30.4575,0.8871,355.5665,P03_V1,H1,40
917,41,-0.1227,1.9249,-0.5991,30.4835,0.7703,355.5634,P03_V1,H1,41
918,42,-0.1227,1.9248,-0.5985,30.4299,0.6322,355.572,P03_V1,H1,42
919,43,-0.1226,1.9246,-0.5981,30.4417,0.5309,355.5641,P03_V1,H1,43
920,44,-0.1224,1.9243,-0.5978,30.6403,0.3218,355.5464,P03_V1,H1,44
921,45,-0.1224,1.9243,-0.5976,30.6375,0.2396,355.5255,P03_V1,H1,45
922,46,-0.1221,1.9243,-0.5974,30.6419,0.0549,355.5038,P03_V1,H1,46
923,47,-0.1219,1.9241,-0.5974,30.6761,359.8936,355.5197,P03_V1,H1,47
924,48,-0.1216,1.9235,-0.5974,30.8487,359.5717,355.4632,P03_V1,H1,48
925,49,-0.1213,1.9229,-0.5973,30.9876,359.3229,355.4005,P03_V1,H1,49
926,50,-0.1207,1.9218,-0.5972,31.2903,359.0162,355.3068,P03_V1,H1,50
927,51,-0.1196,1.9206,-0.597,31.742,358.8111,355.2663,P03_V1,H1,51
928,52,-0.119,1.9199,-0.5971,32.0158,358.7566,355.2816,P03_V1,H1,52
929,53,-0.1173,1.9178,-0.5976,33.1358,358.8083,355.3618,P03_V1,H1,53
930,54,-0.1168,1.9172,-0.5975,33.1576,358.7684,355.2382,P03_V1,H1,54
931,55,-0.1154,1.9158,-0.5978,33.8312,358.8415,355.2889,P03_V1,H1,55
932,56,-0.1146,1.9151,-0.5982,34.1312,358.7956,355.2368,P03_V1,H1,56
933,57,-0.114,1.915,-0.5982,34.2726,359.0315,355.2551,P03_V1,H1,57
934,58,-0.1132,1.9147,-0.5987,34.7299,359.2943,355.3168,P03_V1,H1,58
935,59,-0.1125,1.9142,-0.5991,35.1154,359.5486,355.608,P03_V1,H1,59
936,60,-0.1119,1.9133,-0.5994,35.783,359.7117,355.746,P03_V1,H1,60
937,61,-0.1115,1.9123,-0.5995,36.4469,359.6811,355.7587,P03_V1,H1,61
938,62,-0.1114,1.912,-0.5992,36.3321,359.5905,355.6222,P03_V1,H1,62
939,63,-0.1113,1.912,-0.5991,36.3597,359.6259,355.6273,P03_V1,H1,63
940,64,-0.1112,1.912,-0.5989,36.3802,359.6874,355.6766,P03_V1,H1,64
941,65,-0.1108,1.912,-0.599,36.2955,359.9096,355.7742,P03_V1,H1,65
942,66,-0.1105,1.9122,-0.5991,36.3226,0.1483,355.843,P03_V1,H1,66
943,67,-0.1104,1.9123,-0.5991,36.2935,0.3179,355.9224,P03_V1,H1,67
944,68,-0.1103,1.9123,-0.599,36.2868,0.4641,355.9309,P03_V1,H1,68
945,69,-0.1104,1.9122,-0.5989,36.3412,0.5713,355.9766,P03_V1,H1,69
946,70,-0.1106,1.9117,-0.5987,36.4818,0.6794,356.0977,P03_V1,H1,70
947,71,-0.1108,1.9115,-0.5986,36.5461,0.6764,356.1013,P03_V1,H1,71
948,72,-0.1115,1.9112,-0.5985,36.719,0.6535,356.1862,P03_V1,H1,72
949,73,-0.1119,1.911,-0.5985,36.7348,0.5559,356.2055,P03_V1,H1,73
950,74,-0.113,1.9108,-0.5984,36.8104,0.3933,356.2348,P03_V1,H1,74
951,75,-0.1134,1.9107,-0.5984,36.8898,0.3453,356.2614,P03_V1,H1,75
952,76,-0.1148,1.9106,-0.5984,36.895,0.2048,356.4529,P03_V1,H1,76
953,77,-0.1167,1.9103,-0.5984,36.9851,0.1504,357.1578,P03_V1,H1,77
954,78,-0.1177,1.9101,-0.5984,36.9927,0.3438,357.67,P03_V1,H1,78
955,79,-0.1194,1.9102,-0.5986,37.0144,0.3301,358.455,P03_V1,H1,79
956,80,-0.1198,1.9103,-0.5987,37.0466,0.3288,358.4497,P03_V1,H1,80
