,FrameNumber,HMDPX,HMDPY,HMDPZ,HMDRX,HMDRY,HMDRZ,Participant,Dataset,ViewFrame
1909,1,0.1305,1.872,-0.9768,17.3506,2.2572,351.6968,P06_V1,H4,1
1910,2,0.1308,1.8721,-0.9774,17.3152,2.4032,351.7061,P06_V1,H4,2
1911,3,0.131,1.8721,-0.9779,17.3091,2.5313,351.7329,P06_V1,H4,3
1912,4,0.1313,1.872,-0.9785,17.3092,2.7867,351.8089,P06_V1,H4,4
1913,5,0.1316,1.8721,-0.9791,17.2863,3.0125,352.0249,P06_V1,H4,5
1914,6,0.1321,1.8723,-0.9796,17.1101,3.0945,352.3064,P06_V1,H4,6
1915,7,0.1328,1.8724,-0.9804,17.0307,3.1009,352.7166,P06_V1,H4,7
1916,8,0.1348,1.8726,-0.9821,16.8606,2.7709,353.6033,P06_V1,H4,8
1917,9,0.1358,1.873,-0.983,16.8993,2.4587,353.9908,P06_V1,H4,9
1918,10,0.1389,1.8737,-0.9855,16.426,1.5496,354.75,P06_V1,H4,10
1919,11,0.142,1.8745,-0.988,15.995,0.6939,355.3724,P06_V1,H4,11
1920,12,0.1474,1.8761,-0.9922,15.188,359.6634,355.6873,P06_V1,H4,12
1921,13,0.1504,1.8769,-0.9942,14.7658,359.1513,355.807,P06_V1,H4,13
1922,14,0.1576,1.8785,-0.9984,13.5373,358.4268,356.3079,P06_V1,H4,14
1923,15,0.1614,1.8793,-1.0003,13.0581,358.0619,356.5522,P06_V1,H4,15
1924,16,0.1701,1.8805,-1.0037,12.3702,357.3769,356.8368,P06_V1,H4,16
1925,17,0.1795,1.8812,-1.0064,11.8325,356.7068,357.0317,P06_V1,H4,17
1926,18,0.1844,1.8815,-1.0078,11.7651,356.2858,357.1495,P06_V1,H4,18
1927,19,0.1896,1.8821,-1.0086,11.6666,356.1241,357.2423,P06_V1,H4,19
1928,20,0.2002,1.8835,-1.0104,11.6131,355.4568,357.7362,P06_V1,H4,20
1929,21,0.2058,1.8844,-1.011,11.4409,355.1939,358.0137,P06_V1,H4,21
1930,22,0.2171,1.8859,-1.0125,11.41,354.5581,358.4991,P06_V1,H4,22
1931,23,0.223,1.8864,-1.0131,11.4481,354.124,358.5747,P06_V1,H4,23
1932,24,0.2347,1.8874,-1.0148,11.5733,353.47,358.966,P06_V1,H4,24
1933,25,0.2406,1.8874,-1.0157,11.5271,353.1187,358.8985,P06_V1,H4,25
1934,26,0.2526,1.8872,-1.018,11.7116,352.3427,358.9334,P06_V1,H4,26
1935,27,0.2584,1.8865,-1.0193,11.7921,352.1475,358.9305,P06_V1,H4,27
1936,28,0.27,1.8852,-1.0222,11.8748,351.6422,358.9962,P06_V1,H4,28
1937,29,0.2813,1.8838,-1.0255,12.1141,351.2065,359.2432,P06_V1,H4,29
1938,30,0.2868,1.8831,-1.0272,12.2537,351.008,359.3273,P06_V1,H4,30
1939,31,0.2972,1.8818,-1.0311,12.6255,350.2311,359.4625,P06_V1,H4,31
1940,32,0.3022,1.8813,-1.0332,12.7253,349.7154,359.5301,P06_V1,H4,32
1941,33,0.3114,1.8811,-1.0377,12.7559,348.5036,359.6898,P06_V1,H4,33
1942,34,0.3157,1.8809,-1.0399,12.6208,348.1124,359.8923,P06_V1,H4,34
1943,35,0.3237,1.8814,-1.0434,12.2582,346.8047,0.0614,P06_V1,H4,35
1944,36,0.3276,1.8814,-1.0448,12.1534,346.2244,0.213,P06_V1,H4,36
1945,37,0.3339,1.8806,-1.046,11.9673,345.2539,0.6662,P06_V1,H4,37
1946,38,0.3394,1.8781,-1.046,12.46,344.3192,0.8907,P06_V1,H4,38
1947,39,0.3419,1.8766,-1.0458,12.8579,343.7924,0.8885,P06_V1,H4,39
1948,40,0.3441,1.8746,-1.0448,13.937,343.3601,1.0458,P06_V1,H4,40
1949,41,0.3483,1.8707,-1.0437,16.0781,342.5255,1.1777,P06_V1,H4,41
1950,42,0.3505,1.8686,-1.0435,17.3572,342.1775,1.2062,P06_V1,H4,42
1951,43,0.3553,1.8664,-1.0447,18.7632,341.559,1.175,P06_V1,H4,43
1952,44,0.3581,1.8665,-1.046,18.6199,341.4639,1.267,P06_V1,H4,44
1953,45,0.3633,1.8672,-1.0486,18.3468,341.3334,1.0949,P06_V1,H4,45
1954,46,0.367,1.8687,-1.05,17.3349,341.3531,0.8101,P06_V1,H4,46
1955,47,0.3706,1.8695,-1.0515,16.8712,341.1223,0.5665,P06_V1,H4,47
1956,48,0.3747,1.8699,-1.0523,16.576,340.9131,0.4199,P06_V1,H4,48
1957,49,0.3757,1.8699,-1.0523,16.754,340.7318,0.3238,P06_V1,H4,49
1958,50,0.3805,1.8688,-1.0534,17.124,340.2036,0.0304,P06_V1,H4,50
1959,51,0.3821,1.8681,-1.0539,17.3484,340.0693,0.0359,P06_V1,H4,51
1960,52,0.3865,1.8665,-1.0553,17.7767,339.5457,359.7296,P06_V1,H4,52
1961,53,0.3882,1.8661,-1.0559,17.8124,339.2924,359.5774,P06_V1,H4,53
1962,54,0.3906,1.8661,-1.0567,17.6307,339.3271,359.4137,P06_V1,H4,54
1963,55,0.3933,1.8661,-1.0578,17.4119,339.2877,359.273,P06_V1,H4,55
1964,56,0.3981,1.8663,-1.0601,16.9957,339.4022,358.85,P06_V1,H4,56
1965,57,0.4017,1.8666,-1.0619,16.6696,339.8517,358.5769,P06_V1,H4,57
1966,58,0.4061,1.8672,-1.0636,16.3315,340.549,358.198,P06_V1,H4,58
1967,59,0.408,1.8676,-1.0639,16.1733,341.1676,357.8984,P06_V1,H4,59
1968,60,0.4118,1.8685,-1.0652,15.8457,342.2177,357.5729,P06_V1,H4,60
1969,61,0.4136,1.8691,-1.0652,15.5793,342.6695,357.3256,P06_V1,H4,61
1970,62,0.4167,1.8702,-1.0657,15.1615,343.7488,356.9252,P06_V1,H4,62
1971,63,0.418,1.871,-1.0654,14.9823,344.1672,356.6924,P06_V1,H4,63
1972,64,0.4202,1.872,-1.065,14.5596,344.9366,356.2131,P06_V1,H4,64
1973,65,0.4214,1.8725,-1.0632,14.2917,345.4608,355.8493,P06_V1,H4,65
