x,y,z,rx,ry,rz
4.714805430009579,1.5078458946519449,3.094771238687486,109.09614547188858,-17.379713461815093,1.7529434579732182
4.715177576726542,1.5069468646937172,3.0940702114830247,109.51735938297631,-17.723857037445182,1.7262376154639256
4.715439774822153,1.506289043785819,3.093506247270033,109.7488961424809,-18.05311574532346,1.7171107639437866
4.7156486568577245,1.5055104633908645,3.092783512289462,109.93183156026086,-18.41776724548378,1.7040125700624298
4.715771257067879,1.5047570551314726,3.0921084640718237,110.0347443994288,-18.783807346356536,1.6695244131067848
4.715938609585952,1.5040166173055431,3.0914052271581447,110.0836455952163,-19.138797151471067,1.6100428126079451
4.716026831178067,1.5032586767202556,3.09065594735079,110.15212951266918,-19.46176817033993,1.5491238685252557
4.716141989615185,1.502527547461219,3.090053094481095,110.22126334470397,-19.741929372719323,1.5186667313162319
4.716303422722822,1.5017850509862942,3.089424832839776,110.29187934207455,-20.025673239774473,1.5204883582980846
4.7164030178660346,1.5010926647336902,3.088800225294957,110.35463237235707,-20.34036843717229,1.5470387495328461
4.71677027276903,1.5003974567119958,3.0884248252670905,110.4211881714533,-20.683632203691463,1.5978321098546768
4.716985067640358,1.499681875296353,3.0881578319124996,110.50855084596242,-20.995164898775265,1.6653199674858536
4.717074992669624,1.4991221719648833,3.0879754706587152,110.6355591194548,-21.2300106392325,1.7260652023655885
4.7173090417786465,1.4988756534686156,3.0880041155202864,110.79009500055714,-21.3953480196475,1.7632594933414378
4.717185532101357,1.4986193696827816,3.0880317919193394,110.9454982933466,-21.530409645089247,1.7798435046362122
4.717070082956062,1.4982500254233388,3.0880298485486106,111.08841079900746,-21.67493283038516,1.7848117970310236
4.717012690196549,1.4979858266245578,3.088021769311538,111.20960425067847,-21.822291567727557,1.7775405099738604
4.7169112192808305,1.4978632558541347,3.087850747274665,111.28788216772345,-21.927818830322572,1.7591149727954591
4.71709550242743,1.4979075773740818,3.0876640287790362,111.2877382528156,-21.96408454215205,1.7285051214787581
4.717098709386999,1.4978950321250724,3.0876301456552318,111.21285641139083,-21.950395095734375,1.691463153333351
4.717025998238758,1.4977156005792096,3.0874569143806725,111.07180108535833,-21.92667309501707,1.6747748642097968
4.717155640399183,1.4975139472067054,3.0871774940236745,110.87781244786743,-21.94600984001576,1.687097921790046
4.717281264167739,1.497255999440294,3.086977537320916,110.64112562519935,-22.025917411306278,1.730116445250882
4.717516820280559,1.4969836221829256,3.0867322830653623,110.36595778280405,-22.143567385102457,1.7830140462485
4.717789359806975,1.4968198385019034,3.0865567086479353,110.08400999178527,-22.263351594772818,1.8165651582256825
4.718095284548123,1.4967420944738052,3.086481972508148,109.80931812803682,-22.336445984788384,1.8281022438676902
4.718542949567642,1.4968425051337626,3.0865733885818933,109.55772171890881,-22.344244189330997,1.787092423866483
4.718928831211317,1.4970496439008054,3.0868980556048546,109.33588232455632,-22.266882140903764,1.683812490912965
4.71923173152997,1.4971883157673513,3.087354305054185,109.1170932412849,-22.113306686353276,1.5564441847343937
4.719460250132222,1.4973157606583503,3.087935293297272,108.90829538325683,-21.952869160996556,1.4247820128632118
4.719614634201291,1.497473108813496,3.0886708580911195,108.7536552891902,-21.787102698532994,1.2858383094445696
4.71973315787227,1.4977330850082042,3.0896209879420695,108.67197921043781,-21.579432017672787,1.1770927604919825
4.71974173422369,1.498117009701874,3.090943920841878,108.6548869164096,-21.34442836592724,1.1490386698163892
4.719692577781589,1.4985738742263135,3.0927227146688927,108.71547246996191,-21.087531780970977,1.175677099538988
4.719456754143293,1.4990063189707208,3.0946449791206305,108.88201461420101,-20.777925266781843,1.2147441175799059
4.719234504547449,1.4994625543936264,3.0968695614463924,109.20187467267908,-20.42256057219961,1.2523554258228657
4.7191805728304255,1.500077311524213,3.099572783354683,109.70425251777051,-20.067774641675218,1.3210898077032416
4.719129954924213,1.5006483504211654,3.1026780950708694,110.36230230054497,-19.73857928588396,1.4694968606864878
4.719298747616904,1.5010836849130473,3.1063793021142048,111.1947366512919,-19.501546096946573,1.6577386762432778
4.719689062223531,1.50126797262221,3.1103602337987013,112.20857521516048,-19.42498276135028,1.8234388768537888
4.7204453585777975,1.5009640105798712,3.114438545243096,113.39505119178745,-19.53577249996051,1.9473466610522556
4.7216209681797805,1.5002584593567827,3.118708375257754,114.79050030661591,-19.85005639695931,2.0293380377960126
4.722951021796928,1.49925212824449,3.1231140425018515,116.33430418789035,-20.29489260912929,2.0850359110332515
4.724451775668828,1.4980619951450922,3.127590864435629,117.95249810204507,-20.78738134609569,2.138761011776398
4.725999066277854,1.4968244280249783,3.1319093546795,119.6102091978982,-21.298672790267815,2.2219730694445006
4.727604116417575,1.4955073801760892,3.1362443978385417,121.30220060988337,-21.815749409604173,2.3269332234603333
4.72932142861365,1.494179404740242,3.1405960231857466,123.04118870738996,-22.336116831101222,2.4430775375964413
4.730943000262812,1.4928663589961884,3.1446515965985555,124.76287575954102,-22.834585183240787,2.5942226230463468
4.732530347957838,1.4916043359931606,3.148600559525742,126.44699902822705,-23.288782564083654,2.7619448903433446
4.734135899778349,1.4903916588835755,3.1523421378115994,128.0911568265829,-23.69703922469428,2.9265890256274143
4.735854123723311,1.489131467066221,3.1559006921376382,129.67310500910605,-24.080075682415828,3.096393813039984
4.737826614579009,1.4881184093528868,3.159503500232396,131.1876996737164,-24.43978370467415,3.274914978192813
