x,y,z,rx,ry,rz
3.5379,1.6949,2.8788,22.907,-14.477,-1.1572
3.5412,1.6955,2.8777,21.492,-14.24,-0.88478
3.5421,1.6957,2.8775,21.137,-14.181,-0.81031
3.5434,1.6959,2.8771,20.578,-14.086,-0.69921
3.5441,1.6962,2.8765,20.029,-14.005,-0.58829
3.5454,1.6964,2.8762,19.482,-13.912,-0.47857
3.5466,1.6966,2.8759,18.966,-13.825,-0.37493
3.5476,1.6971,2.8755,18.443,-13.747,-0.27511
3.5487,1.6973,2.8753,17.937,-13.662,-0.1706
3.5499,1.6975,2.875,17.448,-13.579,-0.068255
3.5508,1.6977,2.8748,16.959,-13.499,0.026172
3.552,1.6979,2.8746,16.488,-13.417,0.12521
3.5531,1.6981,2.8744,16.028,-13.338,0.22141
3.5529,1.6983,2.8737,15.562,-13.28,0.3199
3.554,1.6985,2.8736,15.123,-13.203,0.41126
3.5548,1.6988,2.8734,14.689,-13.134,0.49712
3.5558,1.699,2.8733,14.273,-13.059,0.58295
3.5572,1.6993,2.8731,13.857,-12.984,0.66973
3.5581,1.6995,2.8731,13.466,-12.91,0.74853
3.5592,1.6997,2.873,13.081,-12.836,0.82851
3.5601,1.6999,2.8729,12.711,-12.763,0.90242
3.5602,1.7001,2.8725,12.342,-12.698,0.97408
3.5611,1.7003,2.8725,11.994,-12.626,1.0413
3.5617,1.7005,2.8725,11.648,-12.555,1.1077
3.5626,1.7007,2.8725,11.325,-12.483,1.1673
3.563,1.7009,2.8725,11.015,-12.413,1.2244
3.564,1.7011,2.8725,10.634,-12.325,1.2931
3.5648,1.7013,2.8725,10.335,-12.254,1.3458
3.5653,1.7014,2.8726,10.131,-12.202,1.3818
3.5656,1.7016,2.8723,9.7701,-12.14,1.4441
3.5662,1.7018,2.8724,9.5121,-12.071,1.49
3.5666,1.7021,2.8725,9.2579,-12.005,1.5332
3.5672,1.7022,2.8725,9.0204,-11.939,1.5744
3.5674,1.7024,2.8727,8.7936,-11.872,1.6119
3.568,1.7026,2.8728,8.5788,-11.809,1.6489
3.5683,1.7026,2.8729,8.3649,-11.748,1.6736
3.5688,1.7028,2.873,8.1686,-11.687,1.7049
3.5693,1.703,2.8732,7.9807,-11.626,1.7353
3.5694,1.7031,2.8732,7.7899,-11.566,1.7641
3.5699,1.7033,2.8733,7.6219,-11.505,1.7907
3.5702,1.7035,2.8735,7.4602,-11.445,1.8143
