x,y,z,rx,ry,rz
1.5323,1.6676,3.7022,26.452,-6.7107,3.5437
1.5324,1.6673,3.7022,26.341,-6.8328,3.3232
1.5324,1.6673,3.7022,26.328,-6.852,3.2905
1.5325,1.6672,3.7023,26.296,-6.9011,3.2119
1.5325,1.6672,3.7023,26.27,-6.9497,3.14
1.5325,1.6671,3.7023,26.249,-6.9958,3.0765
1.5325,1.667,3.7023,26.226,-7.0378,3.0171
1.5325,1.667,3.7024,26.205,-7.0793,2.965
1.5325,1.667,3.7024,26.184,-7.1139,2.9198
1.5324,1.667,3.7025,26.166,-7.1463,2.8772
1.5324,1.667,3.7025,26.147,-7.175,2.8443
1.5324,1.667,3.7025,26.132,-7.2003,2.8145
1.5324,1.6669,3.7026,26.121,-7.2287,2.7858
1.5324,1.6669,3.7026,26.114,-7.2529,2.7607
1.5323,1.667,3.7026,26.108,-7.2779,2.7336
1.5322,1.667,3.7026,26.11,-7.2985,2.7109
1.5322,1.667,3.7027,26.116,-7.3171,2.6862
1.5322,1.667,3.7027,26.126,-7.3328,2.6628
1.5321,1.667,3.7028,26.148,-7.3434,2.6412
1.5321,1.667,3.7028,26.175,-7.3543,2.6216
1.5321,1.667,3.7029,26.208,-7.3668,2.6074
1.5321,1.6671,3.7029,26.244,-7.3765,2.595
1.5321,1.6671,3.703,26.284,-7.3814,2.5887
1.532,1.6671,3.7031,26.325,-7.3897,2.5882
1.532,1.6671,3.7031,26.364,-7.3956,2.5942
1.5319,1.6671,3.7032,26.403,-7.4027,2.607
1.532,1.6672,3.7032,26.44,-7.4077,2.6283
1.532,1.6672,3.7032,26.471,-7.4117,2.6582
1.532,1.6673,3.7033,26.5,-7.4157,2.6974
1.532,1.6674,3.7033,26.522,-7.4184,2.7404
1.5319,1.6674,3.7034,26.54,-7.4188,2.7888
1.5318,1.6675,3.7034,26.556,-7.4206,2.8427
1.5318,1.6675,3.7035,26.576,-7.423,2.912
1.5317,1.6676,3.7036,26.588,-7.4264,2.9553
1.5315,1.6676,3.7037,26.615,-7.4339,3.0225
1.5314,1.6677,3.7038,26.639,-7.443,3.0785
1.5314,1.6678,3.7039,26.672,-7.457,3.1334
1.5314,1.6678,3.7039,26.708,-7.475,3.1813
1.5313,1.6679,3.704,26.751,-7.5012,3.2234
1.5313,1.6679,3.7042,26.8,-7.5331,3.2614
1.5313,1.668,3.7043,26.852,-7.5766,3.293
1.5313,1.6679,3.7044,26.905,-7.6265,3.3226
1.5312,1.6679,3.7045,26.961,-7.6885,3.3452
1.5312,1.668,3.7047,27.016,-7.7533,3.3686
1.5312,1.668,3.7048,27.068,-7.8227,3.3859
1.5312,1.668,3.705,27.121,-7.8994,3.4045
1.5311,1.668,3.7051,27.169,-7.9802,3.4172
1.531,1.6681,3.7052,27.217,-8.0634,3.4308
1.531,1.6681,3.7053,27.26,-8.1497,3.4408
1.5309,1.6682,3.7055,27.301,-8.2352,3.4503
1.5309,1.6683,3.7057,27.338,-8.3252,3.4547
1.531,1.6683,3.7058,27.373,-8.4181,3.4632
1.531,1.6684,3.706,27.4,-8.5151,3.4655
1.531,1.6684,3.7062,27.426,-8.6114,3.4702
1.5309,1.6684,3.7064,27.445,-8.7104,3.4737
1.5309,1.6684,3.7066,27.456,-8.8105,3.4747
1.5308,1.6685,3.7067,27.465,-8.9101,3.4757
1.5308,1.6685,3.7069,27.469,-9.011,3.474
1.5307,1.6686,3.7071,27.464,-9.1101,3.468
1.5306,1.6686,3.7073,27.457,-9.2091,3.4587
1.5306,1.6687,3.7076,27.44,-9.3094,3.449
1.5305,1.6687,3.7078,27.418,-9.4089,3.4366
1.5306,1.6688,3.708,27.391,-9.512,3.4255
1.5306,1.6688,3.7082,27.355,-9.6157,3.4086
1.5305,1.6689,3.7082,27.312,-9.7245,3.3898
1.5305,1.6689,3.7085,27.265,-9.8298,3.3678
1.5305,1.6689,3.7087,27.217,-9.9351,3.3453
1.5305,1.669,3.7089,27.166,-10.039,3.3199
1.5306,1.669,3.7092,27.118,-10.138,3.2918
1.5306,1.6691,3.7094,27.063,-10.236,3.2614
1.5307,1.6691,3.7097,27.008,-10.326,3.2293
1.5307,1.6692,3.7099,26.947,-10.412,3.1909
1.5308,1.6693,3.7103,26.883,-10.489,3.1505
1.5308,1.6693,3.7105,26.815,-10.566,3.1081
1.5308,1.6695,3.7108,26.74,-10.634,3.0619
1.5309,1.6696,3.7111,26.661,-10.699,3.0135
1.531,1.6697,3.7114,26.576,-10.752,2.9611
1.5311,1.6698,3.7117,26.483,-10.8,2.9026
1.5311,1.6699,3.712,26.393,-10.847,2.8451
1.5312,1.6701,3.7123,26.296,-10.885,2.778
1.5312,1.6702,3.7127,26.199,-10.922,2.7082
1.5312,1.6704,3.7129,26.104,-10.962,2.6401
1.5312,1.6705,3.7133,25.998,-10.992,2.5592
1.5312,1.6707,3.7136,25.899,-11.024,2.4779
1.5314,1.6709,3.7138,25.798,-11.047,2.3893
1.5314,1.6711,3.7142,25.698,-11.068,2.3028
1.5315,1.6713,3.7145,25.597,-11.08,2.2084
1.5315,1.6716,3.7148,25.498,-11.089,2.1129
1.5316,1.6718,3.715,25.398,-11.087,2.0108
1.5316,1.672,3.7154,25.302,-11.079,1.9095
1.5316,1.6723,3.7157,25.209,-11.063,1.8012
1.5316,1.6725,3.7159,25.119,-11.043,1.6935
1.5316,1.6728,3.7162,25.034,-11.014,1.5826
1.5318,1.673,3.7164,24.957,-10.984,1.4729
1.5318,1.6733,3.7166,24.885,-10.947,1.3593
1.5319,1.6735,3.7168,24.817,-10.912,1.2478
1.5319,1.6737,3.717,24.755,-10.863,1.1323
1.5318,1.674,3.7171,24.698,-10.815,1.0183
1.5318,1.6742,3.7173,24.645,-10.761,0.90344
1.5317,1.6746,3.7175,24.592,-10.708,0.78769
1.5317,1.6748,3.7177,24.548,-10.648,0.67112
1.5317,1.675,3.7179,24.504,-10.587,0.55381
1.5317,1.6753,3.7181,24.464,-10.524,0.43525
1.5317,1.6755,3.7183,24.426,-10.46,0.31847
1.5317,1.6757,3.7185,24.39,-10.397,0.20252
1.5317,1.6759,3.7186,24.357,-10.338,0.090176
1.5316,1.6762,3.7187,24.324,-10.284,-0.014188
1.5316,1.6764,3.7188,24.29,-10.228,-0.11333
1.5316,1.6766,3.719,24.258,-10.173,-0.20273
1.5315,1.6768,3.7191,24.227,-10.12,-0.28654
1.5317,1.677,3.7192,24.198,-10.068,-0.3595
1.5317,1.6772,3.7193,24.17,-10.018,-0.42466
1.5317,1.6773,3.7195,24.144,-9.9702,-0.48367
1.5317,1.6775,3.7196,24.121,-9.9238,-0.53466
1.5316,1.6777,3.7197,24.099,-9.8801,-0.58183
1.5316,1.6778,3.7198,24.079,-9.8383,-0.62028
1.5316,1.6779,3.7199,24.062,-9.7957,-0.65223
1.5316,1.678,3.72,24.045,-9.7609,-0.67862
1.5316,1.6782,3.7202,24.034,-9.7259,-0.70523
1.5317,1.6783,3.7203,24.018,-9.6948,-0.72354
1.5317,1.6785,3.7204,24.005,-9.666,-0.73337
1.5317,1.6786,3.7205,23.983,-9.6336,-0.74223
1.5316,1.6787,3.7204,23.971,-9.6204,-0.7483
1.5316,1.6789,3.7205,23.951,-9.5899,-0.75004
1.5316,1.679,3.7206,23.937,-9.5715,-0.75089
1.5316,1.6791,3.7207,23.916,-9.5444,-0.74736
1.5317,1.6792,3.7207,23.902,-9.5233,-0.74445
1.5317,1.6793,3.7208,23.887,-9.5001,-0.73689
1.5317,1.6794,3.7208,23.875,-9.4805,-0.72546
1.5317,1.6795,3.7208,23.86,-9.4591,-0.71524
1.5317,1.6796,3.7208,23.846,-9.439,-0.70185
1.5317,1.6797,3.7208,23.83,-9.4193,-0.6875
1.5318,1.6796,3.7208,23.81,-9.4,-0.6691
1.5318,1.6797,3.7208,23.789,-9.3831,-0.65019
