x,y,z,rx,ry,rz
4.357,1.5785,0.44703,95.177,-19.227,-2.4265
4.3599,1.5776,0.44658,96.098,-19.46,-2.3595
4.36,1.5776,0.44658,96.104,-19.461,-2.3591
4.3611,1.5773,0.44634,96.475,-19.554,-2.3349
4.3626,1.577,0.44605,96.879,-19.639,-2.3181
4.3635,1.5767,0.44575,97.209,-19.705,-2.304
4.3647,1.5764,0.44548,97.528,-19.766,-2.2956
4.366,1.5762,0.44518,97.849,-19.83,-2.2803
4.3672,1.576,0.44489,98.166,-19.884,-2.2769
4.3681,1.5758,0.44464,98.484,-19.94,-2.2747
4.3693,1.5755,0.44431,98.801,-19.987,-2.2754
4.3705,1.5754,0.44397,99.116,-20.04,-2.2731
4.3717,1.5751,0.44359,99.428,-20.082,-2.2755
4.3728,1.5749,0.44346,99.719,-20.126,-2.2755
4.3741,1.5747,0.44306,100.02,-20.164,-2.2788
4.3754,1.5745,0.44265,100.33,-20.203,-2.2818
4.3767,1.5743,0.44223,100.63,-20.238,-2.2856
4.3777,1.5742,0.44186,100.93,-20.278,-2.2882
4.379,1.574,0.44141,101.23,-20.306,-2.2901
4.3802,1.5738,0.44096,101.52,-20.333,-2.2913
4.3814,1.5737,0.44048,101.82,-20.368,-2.2873
4.3827,1.5735,0.43999,102.1,-20.389,-2.2862
4.3838,1.5734,0.43952,102.38,-20.406,-2.2864
4.3852,1.5734,0.43899,102.66,-20.427,-2.2822
4.3866,1.5732,0.43845,102.94,-20.438,-2.2796
4.3876,1.573,0.43799,103.22,-20.456,-2.2779
4.3889,1.5728,0.43743,103.49,-20.461,-2.2754
4.3902,1.5726,0.43686,103.75,-20.464,-2.2706
4.3914,1.5726,0.43629,104.02,-20.475,-2.2638
4.3927,1.5724,0.43571,104.28,-20.472,-2.2606
4.3939,1.5722,0.43513,104.53,-20.468,-2.2571
4.3952,1.572,0.43451,104.78,-20.461,-2.2529
4.3965,1.5718,0.43389,105.03,-20.451,-2.2561
4.3978,1.5716,0.43326,105.28,-20.44,-2.2539
4.399,1.5714,0.43265,105.53,-20.431,-2.253
4.4003,1.5712,0.43198,105.78,-20.415,-2.2556
4.4015,1.571,0.43131,106.03,-20.404,-2.2561
4.4028,1.5708,0.43063,106.27,-20.387,-2.2621
4.4041,1.5705,0.43,106.51,-20.371,-2.269
4.4054,1.5703,0.42929,106.76,-20.35,-2.2784
4.4066,1.5701,0.42859,107.0,-20.33,-2.2868
4.408,1.5699,0.42787,107.25,-20.308,-2.3032
4.4089,1.5697,0.42722,107.5,-20.293,-2.3167
4.4102,1.5695,0.4265,107.75,-20.27,-2.3307
4.4114,1.5692,0.42577,107.99,-20.246,-2.3457
4.4126,1.569,0.42504,108.24,-20.221,-2.3607
4.4138,1.5687,0.4243,108.49,-20.194,-2.3773
4.4149,1.5685,0.42354,108.74,-20.166,-2.3929
4.416,1.5683,0.4228,108.99,-20.136,-2.4106
4.4172,1.5681,0.42206,109.24,-20.105,-2.4372
4.4184,1.5679,0.42132,109.49,-20.073,-2.4554
4.4192,1.5677,0.42063,109.75,-20.048,-2.4727
4.4203,1.5674,0.41988,110.0,-20.015,-2.4887
4.4214,1.5673,0.41913,110.25,-19.982,-2.5023
4.4224,1.567,0.41838,110.5,-19.945,-2.5152
4.4235,1.5668,0.41774,110.74,-19.909,-2.5268
4.4245,1.5666,0.417,110.98,-19.871,-2.5349
