x,y,z,rx,ry,rz
0.6679,1.545,3.1253,-8.1491,8.9511,2.0245
0.6681,1.545,3.1254,-8.1555,8.9294,2.0373
0.66812,1.545,3.1255,-8.156,8.9259,2.04
0.66818,1.545,3.1255,-8.1599,8.9151,2.0421
0.66823,1.5449,3.1255,-8.1618,8.9067,2.0477
0.66828,1.5449,3.1256,-8.1641,8.8985,2.052
0.66833,1.5449,3.1256,-8.1681,8.8928,2.0562
0.66838,1.5449,3.1257,-8.1703,8.8865,2.0616
0.66844,1.5449,3.1257,-8.1727,8.8801,2.0665
0.66849,1.5449,3.1257,-8.1759,8.8749,2.0719
0.66849,1.5449,3.1258,-8.1776,8.8706,2.0757
0.66854,1.5449,3.1258,-8.1787,8.8662,2.0809
0.66858,1.5448,3.1258,-8.181,8.8601,2.0842
0.66864,1.5448,3.1259,-8.1841,8.8573,2.0891
0.66869,1.5448,3.1259,-8.1855,8.8521,2.0958
0.66874,1.5448,3.1259,-8.1887,8.8487,2.1016
0.66878,1.5448,3.126,-8.192,8.8448,2.1066
0.66883,1.5448,3.126,-8.1935,8.8407,2.1127
0.66892,1.5448,3.126,-8.1963,8.8341,2.1179
0.66897,1.5448,3.1261,-8.1978,8.8272,2.1211
0.66901,1.5447,3.1261,-8.2002,8.8185,2.1211
0.66906,1.5447,3.1261,-8.202,8.8114,2.1238
0.66911,1.5447,3.1261,-8.2037,8.8032,2.127
0.66917,1.5447,3.1262,-8.2055,8.7976,2.128
0.66922,1.5446,3.1263,-8.2076,8.7878,2.1313
0.66929,1.5446,3.1263,-8.2091,8.7822,2.1361
0.66933,1.5446,3.1264,-8.2104,8.7706,2.1384
0.66927,1.5446,3.1264,-8.2104,8.7626,2.1386
0.66931,1.5445,3.1265,-8.2119,8.7525,2.1425
0.66935,1.5445,3.1265,-8.2128,8.7404,2.142
0.66939,1.5445,3.1266,-8.2134,8.7309,2.1441
0.66944,1.5444,3.1266,-8.2143,8.7237,2.1467
0.66948,1.5444,3.1267,-8.2151,8.7141,2.1481
0.6695,1.5444,3.1267,-8.2156,8.7061,2.147
0.66954,1.5444,3.1267,-8.2149,8.6976,2.149
0.66962,1.5444,3.1268,-8.2148,8.6894,2.1506
0.66966,1.5444,3.1268,-8.2131,8.6832,2.1502
0.66968,1.5442,3.1268,-8.2118,8.674,2.1459
0.66972,1.5442,3.1269,-8.21,8.6692,2.1455
0.66974,1.5442,3.1269,-8.2081,8.664,2.1455
0.66977,1.5442,3.1269,-8.2063,8.6607,2.1449
0.6698,1.5442,3.1269,-8.2026,8.6584,2.1458
0.66983,1.5442,3.127,-8.199,8.656,2.1469
0.66991,1.5441,3.127,-8.1945,8.652,2.1493
0.66994,1.5441,3.127,-8.1889,8.6497,2.1508
0.66999,1.5442,3.1271,-8.184,8.6467,2.1515
0.67002,1.5442,3.1272,-8.1796,8.6442,2.154
0.67004,1.5442,3.1272,-8.1734,8.6405,2.1557
0.67007,1.5442,3.1272,-8.1674,8.6379,2.1567
0.67011,1.5442,3.1273,-8.1618,8.6374,2.1605
0.67014,1.5442,3.1273,-8.155,8.6339,2.1622
0.67017,1.5442,3.1274,-8.149,8.6308,2.1659
0.67013,1.5442,3.1274,-8.1416,8.6276,2.1659
0.67017,1.5442,3.1275,-8.1352,8.6233,2.168
0.67019,1.5442,3.1276,-8.1277,8.619,2.1704
0.67022,1.5442,3.1276,-8.1215,8.6151,2.1728
0.67021,1.5442,3.1276,-8.1154,8.608,2.1756
0.67024,1.5442,3.1276,-8.1092,8.6047,2.1785
0.67027,1.5442,3.1277,-8.1024,8.6051,2.1824
0.6703,1.5442,3.1277,-8.0963,8.6036,2.1865
0.67024,1.5442,3.1278,-8.0902,8.6049,2.1883
0.67027,1.5442,3.1279,-8.0838,8.6041,2.192
0.67029,1.5441,3.1279,-8.0777,8.6027,2.1943
0.67032,1.5441,3.128,-8.0705,8.6043,2.1982
0.6704,1.5441,3.1282,-8.0666,8.6106,2.203
0.67043,1.5441,3.1283,-8.0598,8.6139,2.2061
0.67045,1.5441,3.1283,-8.0555,8.6191,2.2092
0.67047,1.5441,3.1283,-8.0519,8.6209,2.2116
0.67048,1.5441,3.1284,-8.0452,8.6247,2.2142
0.67052,1.5441,3.1285,-8.0415,8.6273,2.216
0.67054,1.544,3.1285,-8.0374,8.6266,2.2163
0.67057,1.544,3.1286,-8.0329,8.6279,2.2188
0.67059,1.544,3.1286,-8.0304,8.6295,2.221
0.67062,1.544,3.1287,-8.0271,8.6306,2.2237
0.67065,1.544,3.1288,-8.0241,8.6343,2.2276
0.67068,1.544,3.1288,-8.0211,8.6339,2.2292
0.67065,1.544,3.1289,-8.0174,8.6333,2.2312
0.67068,1.544,3.129,-8.0157,8.6326,2.2332
0.67073,1.5441,3.1291,-8.0129,8.6309,2.2344
0.67075,1.5441,3.1291,-8.0117,8.6284,2.2363
0.67081,1.5441,3.1293,-8.0095,8.6304,2.2401
0.67084,1.5441,3.1294,-8.0082,8.6282,2.2413
0.67085,1.5441,3.1294,-8.0076,8.6258,2.2421
0.67088,1.5441,3.1295,-8.0063,8.6225,2.2437
0.67085,1.5441,3.1295,-8.0046,8.6214,2.2449
0.67087,1.5441,3.1296,-8.0039,8.6187,2.2467
0.6709,1.5441,3.1297,-8.0034,8.617,2.249
0.67094,1.5442,3.1298,-8.0028,8.6127,2.2491
0.67097,1.5442,3.1298,-8.003,8.6107,2.2513
0.67094,1.5442,3.1297,-8.0024,8.6032,2.2519
0.67097,1.5442,3.1297,-8.0035,8.6013,2.2541
0.671,1.5442,3.1298,-8.0059,8.6006,2.2562
0.67102,1.5442,3.1298,-8.0068,8.5976,2.2592
0.671,1.5442,3.1299,-8.0088,8.5956,2.2604
0.67103,1.5442,3.13,-8.0107,8.5934,2.263
0.67106,1.5442,3.13,-8.012,8.5893,2.264
0.67109,1.5442,3.1301,-8.0159,8.5878,2.2678
0.67112,1.5442,3.1302,-8.0183,8.5871,2.27
0.67116,1.5442,3.1302,-8.0225,8.5855,2.2713
0.67119,1.5442,3.1303,-8.0268,8.5856,2.2739
0.67121,1.5442,3.1303,-8.0298,8.5847,2.274
0.67124,1.5442,3.1304,-8.0338,8.5831,2.2744
0.67136,1.5442,3.1304,-8.0363,8.5786,2.2767
0.67139,1.5442,3.1305,-8.04,8.5756,2.2761
0.67142,1.5441,3.1305,-8.0433,8.5715,2.2747
0.67145,1.5441,3.1306,-8.0471,8.5664,2.272
0.6715,1.5441,3.1307,-8.0518,8.5639,2.2697
0.67153,1.5441,3.1308,-8.0573,8.5564,2.2668
0.67157,1.5441,3.1308,-8.0616,8.5502,2.2654
0.67159,1.544,3.1309,-8.065,8.5419,2.2638
0.67169,1.544,3.1309,-8.0702,8.5318,2.263
0.67172,1.544,3.131,-8.0754,8.522,2.2632
0.67174,1.5439,3.131,-8.0795,8.5095,2.2593
0.67176,1.5439,3.131,-8.0845,8.4989,2.259
0.6718,1.5438,3.1311,-8.0896,8.4896,2.2597
0.67182,1.5438,3.1311,-8.0944,8.4796,2.2603
0.67184,1.5438,3.1311,-8.0991,8.4707,2.261
0.67186,1.5438,3.1312,-8.1034,8.4607,2.2621
0.67188,1.5438,3.1312,-8.1069,8.4523,2.2642
0.6719,1.5437,3.1312,-8.1115,8.4436,2.2648
0.67192,1.5436,3.1313,-8.1148,8.4325,2.2637
0.67194,1.5436,3.1313,-8.1189,8.4257,2.2659
0.6719,1.5436,3.1311,-8.1225,8.4119,2.2658
0.67192,1.5436,3.1311,-8.1264,8.4078,2.2681
0.67194,1.5436,3.1311,-8.1303,8.4025,2.2684
0.67196,1.5436,3.1312,-8.1333,8.3978,2.27
0.6719,1.5436,3.1312,-8.1371,8.3933,2.2702
0.67192,1.5435,3.1312,-8.1395,8.3879,2.2721
0.67196,1.5436,3.1312,-8.1403,8.3801,2.2704
0.67197,1.5436,3.1313,-8.1431,8.3711,2.2713
0.67199,1.5436,3.1313,-8.145,8.3616,2.2713
0.67202,1.5436,3.1313,-8.1471,8.3539,2.271
0.67204,1.5436,3.1313,-8.1515,8.3404,2.2712
0.67204,1.5436,3.1313,-8.1547,8.326,2.2691
